"COUNTY","FullAddress","Month","Date","Year","Longitude","Latitude"
"CABARRUS ","2860  BARNFIELD ROAD  2/22/2010, CONCORD , NC","",NA,NA,-80.5285582,35.349958
"CABARRUS ","4913  BUCKBOARD CIRCLE  2/22/2010, CONCORD , NC","",NA,NA,-80.5286306,35.3487774
"CABARRUS ","217  BOGER COURT  1/5/2012, CONCORD , NC","",NA,NA,-80.576994,35.3957059
"CABARRUS ","905  DESOTO DRIVE  1/7/2010, KANNAPOLIS , NC","",NA,NA,-80.6217209,35.4839879
"CABARRUS ","505  SPRING GARDEN AVENUE 10/12/2015, KANNAPOLIS , NC","",NA,NA,-80.667275,35.5237089
"CALDWELL ","4400  COLLETTSVILLE ROAD 2/1/2012, COLLETTSVILLE , NC","",NA,NA,-81.681727,35.929209
"CALDWELL ","#5 DEERFIELD ACRES ROAD , GRANITE FALLS , NC","6","5","2006",NA,NA
"CALDWELL ","1478  WRONG WAY, GRANITE FALLS , NC","5","2","2009",-81.537539,35.7981366
"CALDWELL ","1486  WRONG WAY, GRANITE FALLS , NC","5","2","2009",-81.5373954,35.7980686
"CALDWELL ","5023  ADDISON LANE  , GRANITE FALLS , NC","9","7","2010",-81.3382218,35.8066815
"CALDWELL ","2171-4  OAK TREE LANE , GRANITE FALLS , NC","7","15","2015",-81.4820135,35.8212123
"CALDWELL ","114  FALLS AVENUE BOX 22 , GRANITE FALLS , NC","11","17","2015",-81.4306457,35.7965205
"CALDWELL ","4050 MORETZ-HALL LANE , HICKORY , NC","5","18","2008",-81.3470568,35.8206515
"CALDWELL ","4294 HORSESHOE BEND RD , HUDSON , NC","2","25","2005",-81.497127,35.819737
"CALDWELL ","200  WINTERHILL COURT 3 , HUDSON , NC","4","3","2013",-81.5062591,35.8381466
"CALDWELL ","3717 HOLLYWOOD RIDGE RD , LENOIR , NC","3","4","2004",-81.5442363,35.9844563
"CALDWELL ","502 CEDAR PLACE ST , LENOIR , NC","3","19","2004",-81.4551154,35.8331791
"CALDWELL ","4176 KIRBY MOUNTAIN RD , LENOIR , NC","3","29","2005",-81.636522,36.035136
"CALDWELL ","3746 WHITETAIL DR , LENOIR , NC","7","26","2005",-81.5808881,35.8325029
"CALDWELL ","2351 MORGANTON BOULEVARD , LENOIR , NC","10","8","2008",-81.5708765,35.8913858
"CALDWELL ","2431  WOODRIDGE COURT, LENOIR , NC","3","4","2010",-81.573593,35.8438159
"CALDWELL ","4234  SCARLETT RIDGE WAY  , LENOIR , NC","3","4","2010",-81.578021,35.823788
"CALDWELL ","2455  COLLETTESVILLE ROAD , LENOIR , NC","10","18","2011",-81.5736178,35.948782
"CALDWELL ","1519 SOUTHWEST WALT ARNEY ROAD , LENOIR , NC","5","22","2014",-81.5248805,35.8667808
"CALDWELL ","3362  GRASSY KNOB LANE , LENOIR , NC","9","25","2014",-81.6147652,35.9285301
"CALDWELL ","2463  COLLETTSVILLE ROAD , LENOIR , NC","5","1","2015",-81.5740013,35.9490753
"CARTERET ","312 WEST BOGUE BLVD , ATLANTIC BEACH , NC","4","22","2005",-76.742627,34.700564
"CARTERET ","1160 HARKER ISLAND ROAD , BEAUFORT , NC","7","24","2008",-76.560843,34.7344719
"CARTERET ","201  SHANNON DRIVE , BEAUFORT , NC","1","23","2015",-76.5591846,34.7496623
"CARTERET ","339  GILLIKIN ROAD , BEAUFORT , NC","1","23","2015",-76.560395,34.767724
"CARTERET ","826 CHATHAM STREET , NEWPORT , NC","4","11","2008",-76.870095,34.809778
"CARTERET ","136 PARKER COURT , NEWPORT , NC","8","26","2008",-76.881604,34.789858
"CARTERET ","118  RATTAN STREET  , NEWPORT , NC","6","1","2010",-76.852957,34.73999
"CARTERET ","195  NINE FOOT ROAD BOX 9 , NEWPORT , NC","6","2","2015",-76.8591057,34.7865497
"CARTERET ","195  NINE FOOT ROAD BOX 12 , NEWPORT , NC","7","14","2015",-76.8591057,34.7865497
"CATAWBA ","5321  HERMAN ROAD  , CLAREMONT , NC","11","22","2011",-81.147754,35.782022
"CATAWBA ","222 5TH NE ST , CONOVER , NC","7","6","2005",-81.211295,35.711947
"CATAWBA ","3305 SOUTHEAST 16TH AVENUE  , CONOVER , NC","2","19","2010",-81.263853,35.700901
"CATAWBA ","300 NORTHWEST 3RD AVENUE  B , CONOVER , NC","6","28","2012",-81.220145,35.711167
"CATAWBA ","629 7TH SW ST , HICKORY , NC","8","8","2004",-81.349126,35.7240309
"CATAWBA ","2365 OLD SHELBY ROAD , HICKORY , NC","1","29","2008",-81.401754,35.694553
"CATAWBA ","1515 NORTHEAST 16TH AVENUE  , HICKORY , NC","2","19","2010",-81.303518,35.748345
"CATAWBA ","1127 NORTHEAST 13TH AVENUE  , HICKORY , NC","2","18","2011",-81.315443,35.745975
"CATAWBA ","1127 NORTHEAST 13TH AVENUE  , HICKORY , NC","2","18","2011",-81.315443,35.745975
"CATAWBA ","1274 SOUTHWEST 39TH CIRCLE STREET , HICKORY , NC","3","15","2011",-81.398452,35.715577
"CATAWBA ","3102 NORTHEAST KOOL PARK ROAD  , HICKORY , NC","7","28","2011",-81.2745971,35.7701523
"CATAWBA ","3462 SOUTHWEST 15TH AVENUE  , HICKORY , NC","11","3","2011",-81.3934031,35.7123905
"CATAWBA ","1755 NORTHEAST 20TH AVENUE A , HICKORY , NC","7","6","2013",-81.302036,35.756493
"CATAWBA ","4049 SOUTH HIGHWAY 16  , MAIDEN , NC","7","31","2014",-81.07676,35.5800868
"CATAWBA ","406 EAST 20TH STREET , NEWTON , NC","9","16","2008",-81.213576,35.682594
"CATAWBA ","1269  FLORA DRIVE , NEWTON , NC","4","8","2014",-81.253232,35.668322
"CATAWBA ","3907 HWY 18 HWY , VALE , NC","5","6","2004",-81.509307,35.572307
"CATAWBA ","3927 CAT SQUARE RD , VALE , NC","8","24","2005",-81.438261,35.579551
"CHATHAM ","50 ALLEN POND ROAD , BEAR CREEK , NC","9","8","2007",-79.4843135,35.6661532
"CHATHAM ","12410  SILER CITY GLENDON ROAD  , BEAR CREEK , NC","2","11","2014",-79.44524,35.538542
"CHATHAM ","5808  Bonlee Bennett ROAD , BEAR CREEK , NC","2","12","2016",-79.5111079,35.628328
"CHATHAM ","20  ALTON KING ROAD , GULF , NC","5","16","2015",-79.286491,35.5630529
"CHATHAM ","155 SILK HOPE GUM SPRINGS RD , PITTSBORO , NC","12","16","2004",-79.235095,35.760972
"CHATHAM ","576  LAURA JOHNSON ROAD  , PITTSBORO , NC","5","21","2009",-79.317352,35.746348
"CHATHAM ","120  HONEYSUCKLE DRIVE 1015 , PITTSBORO , NC","10","15","2012",-79.1859544,35.7259687
"CHATHAM ","115  Rocks Spring Church ROAD , PITTSBORO , NC","2","25","2016",-79.153023,35.766323
"CHATHAM ","208  HAL CLARK ROAD  , SILER CITY , NC","4","2","2013",-79.519923,35.674403
"CHATHAM ","315  HOPE FARM ROAD , SILER CITY , NC","7","2","2014",-79.392926,35.7519599
"CHATHAM ","907  Driftwood DRIVE , SILER CITY , NC","1","15","2016",-79.480463,35.729307
"CHEROKEE ","133 JOE HOLLOWAY RD , ANDREWS , NC","4","22","2004",-83.7243436,35.2238943
"CHEROKEE ","75  WATAUGA LANE  , ANDREWS , NC","1","9","2013",-83.839284,35.192828
"CHEROKEE ","277  MAPLE RIDGE ROAD  , BRASSTOWN , NC","12","8","2012",-83.991926,35.015477
"CHEROKEE ","7502  HIGHWAY 141 HIGHWAY  , MARBLE , NC","6","3","2010",-83.9200137,35.1667415
"CHEROKEE ","2545 SHOAL CREEK RD , MURPHY , NC","3","25","2004",-84.269469,35.061953
"CHEROKEE ","417 LANCE RD , MURPHY , NC","5","6","2004",-84.0777933,35.0111585
"CHEROKEE ","35 CLUB HOUSE ROAD 103 , MURPHY , NC","5","13","2008",-83.994742,35.0567769
"CHEROKEE ","2650  SHOAL CREEK ROAD  , MURPHY , NC","4","1","2009",-84.267382,35.064189
"CHEROKEE ","100  BLAIRSVILLE HIGHWAY  , MURPHY , NC","1","12","2010",-84.100317,35.031567
"CHEROKEE ","2725  HIWASSEE DAM ACCESS ROAD  , MURPHY , NC","3","25","2010",-84.196381,35.1301569
"CHEROKEE ","54  WINDMILL LANE  , MURPHY , NC","9","2","2010",-84.163584,35.02602
"CHEROKEE ","158  SILVER LANE  , MURPHY , NC","3","10","2011",-84.213519,35.032646
"CHEROKEE ","154  DINKINS ROAD  , MURPHY , NC","3","17","2011",-84.010704,35.1741699
"CHEROKEE ","132 JOE HALLOWAY RD , TOPTON , NC","3","16","2004",-83.725441,35.222549
"CHEROKEE ","7 CAMPBELL TER , TOPTON , NC","6","30","2004",-83.70516,35.247635
"CHEROKEE ","7  CAMPBELL TERRACE, TOPTON , NC","2","3","2010",-83.70516,35.247635
"CLAY ","130  HOT HOUSE ROAD  , HAYESVILLE , NC","5","7","2011",-83.70569,35.020009
"CLEVELAND ","1570 CASAR-LAWNDALE RD , CASAR , NC","4","26","2005",-81.614079,35.51137
"CLEVELAND ","117 COUGAR ROAD , CASAR , NC","7","1","2008",-81.6898538,35.4850513
"CLEVELAND ","326  TURNER ROAD  , CASAR , NC","4","24","2009",-81.636918,35.502265
"CLEVELAND ","223  WATTERSON ROAD , GROVER , NC","8","26","2014",-81.463574,35.17688
"CLEVELAND ","111-1 PEAK DR , KINGS MOUNTAIN , NC","10","19","2004",-81.401722,35.179754
"CLEVELAND ","6227 ADELE LANE , KINGS MOUNTAIN , NC","9","23","2007",-81.3819926,35.2168441
"CLEVELAND ","1047  BETHLEHEM CHURCH ROAD  , KINGS MOUNTAIN , NC","6","25","2010",-81.441397,35.197692
"CLEVELAND ","423  MOUNTAIN SPRING COURT 203 , KINGS MOUNTAIN , NC","9","14","2011",-81.365274,35.2394489
"CLEVELAND ","146  PARKGRACE ROAD , KINGS MOUNTAIN , NC","2","18","2012",-81.361375,35.216703
"CLEVELAND ","334 CARPENTERS GROVE CHURCH RD , LAWNDALE , NC","3","3","2006",-81.533448,35.482674
"CLEVELAND ","140  GATEWOOD DRIVE , LAWNDALE , NC","5","26","2014",-81.505804,35.439955
"CLEVELAND ","1619 RED RD , SHELBY , NC","4","12","2005",-81.594685,35.233923
"CLEVELAND ","27 LE NICK DR , SHELBY , NC","4","12","2005",-81.5942146,35.2324428
"CLEVELAND ","1810 LAFAYETTE S ST 4 , SHELBY , NC","4","26","2005",-81.5646966,35.2560398
"CLEVELAND ","353 GRICE ST , SHELBY , NC","8","30","2005",-81.532227,35.2842184
"CLEVELAND ","1619 RED ROAD , SHELBY , NC","6","16","2008",-81.594685,35.233923
"CLEVELAND ","1810 SOUTH LAFAYETTE STREET , SHELBY , NC","9","9","2008",-81.5646966,35.2560398
"CLEVELAND ","111  ANTHONY LAKE DRIVE  , SHELBY , NC","4","20","2009",-81.658128,35.206803
"CLEVELAND ","102  SERRO COURT  , SHELBY , NC","12","30","2011",-81.6404152,35.2876101
"CLEVELAND ","809  HOWARD STREET  , SHELBY , NC","2","2","2012",-81.55296,35.280471
"COLUMBUS ","3360 HAPPY HOME ROAD , NAKINA , NC","10","10","2008",-78.656687,34.11685
"CRAVEN ","1498  WINTERGREEN ROAD  , COVE CITY , NC","9","25","2010",-77.303724,35.208417
"CRAVEN ","2635  TEMPLES POINT ROAD  , HAVELOCK , NC","4","22","2009",-76.762927,34.908448
"CRAVEN ","208  pine dale ROAD , HAVELOCK , NC","3","8","2016",-76.912784,34.877406
