"COUNTY","FullAddress","Month","Date","Year","lon","lat"
"CALHOUN ","4500 SPRAGUE AVENUE 82 , ANNISTON , AL","3","7","2008",-85.828613,33.703328
"CALHOUN ","2910 DEMPSEY AVENUE , ANNISTON , AL","11","17","2008",-85.870566,33.650721
"CALHOUN ","792  JAMBACK ROAD  , ANNISTON , AL","5","14","2010",-85.733503,33.631707
"CALHOUN ","4726  OLD BIRMINGHAM HWY, ANNISTON , AL","6","16","2010",-85.900671,33.636318
"CALHOUN ","2445 DEARMANVILLE RD C-4 , DE ARMANVILLE , AL","7","8","2004",-85.728928,33.644073
"CALHOUN ","1520 CHURCH SE ST LOT 6 , JACKSONVILLE , AL","5","27","2004",-85.76135,33.81371
"CALHOUN ","69 ROBERTS CHAPEL RD , JACKSONVILLE , AL","1","3","2006",-85.76135,33.81371
"CALHOUN ","8934 MUDD ST , OHATCHEE , AL","1","27","2004",-86.045909,33.723766
"CALHOUN ","1050 GILBERTS FERRY ROAD , OHATCHEE , AL","9","17","2008",-85.966355,33.877918
"CALHOUN ","415 MCPHERSON AVE , OXFORD , AL","3","25","2004",-85.83496,33.61427
"CALHOUN ","2218 MILLER ST , OXFORD , AL","5","23","2004",-85.83496,33.61427
"CALHOUN ","50  SHORT STREET 4 , OXFORD , AL","5","10","2010",-85.83496,33.61427
"CALHOUN ","1909  FRIENDSHIP ROAD  , OXFORD , AL","6","21","2010",-85.83496,33.61427
"CALHOUN ","600  MCPHERSON STREET 6 , OXFORD , AL","7","5","2010",-85.83496,33.61427
"CALHOUN ","705 TIMBERWAY , WEAVER , AL","2","5","2004",-85.819292,33.753426
"CHAMBERS ","1423 COUNTY ROAD 102 RD , LAFAYETTE , AL","4","27","2004",-85.404794,32.884799
"CHAMBERS ","2314 BROAD AVE , LANETT , AL","7","6","2004",-85.187452,32.849624
"CHAMBERS ","1110 MYHAND STREET , VALLEY , AL","7","9","2006",-85.146361,32.787312
"CHAMBERS ","103 EAST SEARS STREET  , VALLEY , AL","1","6","2010",-85.191331,32.790459
"CHAMBERS ","103 EAST SEARS STREET  , VALLEY , AL","1","6","2010",-85.191331,32.790459
"CHAMBERS ","2155  COUNTRY RD 388 , VALLEY , AL","1","13","2010",-85.221759,32.75909
"CHAMBERS ","2155  COUNTRY RD 388 , VALLEY , AL","1","13","2010",-85.221759,32.75909
"CHAMBERS ","2155  COUNTY ROAD 388  LOT #3 , VALLEY , AL","6","2","2010",1.5,44.5
"CHEROKEE ","215 CO RD 610 , CEDAR BLUFF , AL","1","8","2008",-85.512673,34.216698
"CHEROKEE ","3925 BOUNDARY AVENUE , CEDAR BLUFF , AL","8","11","2008",-85.599817,34.225112
"CHEROKEE ","610  COUNTY 104 ROAD  , CEDAR BLUFF , AL","7","13","2010",-85.640298,34.245137
"CHEROKEE ","412 RIVER S , CENTRE , AL","2","18","2004",-85.677904,34.158952
"CHEROKEE ","303 WILLIAMS ST , CENTRE , AL","4","9","2004",-85.656698,34.149203
"CHEROKEE ","107 AUBURN ST , CENTRE , AL","1","8","2006",-85.694979,34.156
"CHEROKEE ","327 RAY STREET , CENTRE , AL","5","24","2006",-85.673026,34.162775
"CHEROKEE ","1017 1ST AVENUE , CENTRE , AL","7","11","2006",-85.682298,34.152184
"CHEROKEE ","130 COUNTY ROAD 557 , CENTRE , AL","12","15","2006",-85.588013,34.143422
"CHEROKEE ","2010 CO RD 65 , CENTRE , AL","2","6","2008",-85.654166,34.175364
"CHEROKEE ","14495 CO RD 22 , CENTRE , AL","8","26","2008",-85.481299,34.165912
"CHEROKEE ","450 CO RD 470 , CENTRE , AL","9","17","2008",-85.558203,34.147692
"CHEROKEE ","441 US HWY 68 B , COLLINSVILLE , AL","9","10","2008",-85.862963,34.265125
"CHEROKEE ","400 COUNTY ROAD 114 , GAYLESVILLE , AL","9","1","2006",-85.620627,34.317962
"CHEROKEE ","265 C/R 563 , GAYLESVILLE , AL","3","30","2008",-85.589559,34.304271
"CHEROKEE ","2603 CO RD 41 , GAYLESVILLE , AL","4","19","2008",-85.595293,34.298885
"CHEROKEE ","2135 COUNTY ROAD 166 , LEESBURG , AL","12","11","2006",-85.747443,34.229755
"CHEROKEE ","145 CO RD 452 , LEESBURG , AL","2","7","2008",-85.812086,34.154568
"CHEROKEE ","145 CO RD 594 , LEESBURG , AL","7","9","2008",-85.716528,34.2203
"CHEROKEE ","775 C.R. 17 , LEESBURG , AL","7","18","2008",-85.790203,34.220098
"CHEROKEE ","400  COUNTY ROAD 915, LEESBURG , AL","6","6","2009",-85.710765,34.209591
"CHEROKEE ","140  AGAN CIRCLE  , LEESBURG , AL","4","28","2010",-85.759161,34.197074
"CHEROKEE ","77 C/R 27 , PIEDMONT , AL","3","4","2008",-85.557607,33.963285
"CHEROKEE ","2060  COUNTY ROAD 111, PIEDMONT , AL","6","11","2009",-85.520717,33.983486
"CHEROKEE ","1331  COUNTY ROAD 19, PIEDMONT , AL","4","1","2010",-85.71129,33.988368
"CHILTON ","CO RD 824  20 , CLANTON , AL","5","29","2009",-86.510913,32.853384
"CHILTON ","POPLAR SPRINGS ROAD 1322 , CLANTON , AL","5","30","2009",-86.609466,32.819455
"CHILTON ","824  COUNTRY ROAD  20 , CLANTON , AL","4","16","2010",-86.629395,33.914982
"CHILTON ","996  COUNTY ROAD 182, CLANTON , AL","5","12","2010",-86.589477,33.022343
"CHILTON ","4659 HIGHWAY 191 , JEMISON , AL","2","11","2005",-86.799881,32.919913
"CHILTON ","161 CO. RD. 781 , JEMISON , AL","8","3","2005",-86.850494,32.92293
"CHILTON ","  COUNTY ROAD 42  127771 , JEMISON , AL","1","5","2010",-86.833548,32.93768
"CHILTON ","  COUNTY ROAD 42  127771 , JEMISON , AL","1","5","2010",-86.833548,32.93768
"CHILTON ","2539  COUNTY 25 ROAD  , JEMISON , AL","7","12","2011",-86.774958,32.965666
"CHILTON ","615  COUNTY 50 ROAD  , JEMISON , AL","7","12","2011",-86.845853,32.94334
"CHILTON ","607  CO RD 1049, MAPLESVILLE , AL","5","8","2009",-87.777293,32.818017
"CHILTON ","769  CO RD 530, VERBENA , AL","6","15","2009",-86.459862,32.734267
"CHOCTAW ","84 PARADISE RD , LISMAN , AL","11","9","2004",-88.282276,32.206793
"CLARKE ","641 RURAL ROAD , CLARKE , AL","2","18","2008",-87.57668,33.91455
"CLARKE ","302 DUBASE LANE , JACKSON , AL","1","15","2004",-85.9993,34.77941
"CLEBURNE ","5598 US E HWY 78 , HEFLIN , AL","3","5","2004",-85.580034,33.654725
"CLEBURNE ","1701 ALMON STREET 11 , HEFLIN , AL","10","7","2006",-85.595004,33.627197
"CLEBURNE ","1624 CO RD 10 1 , HEFLIN , AL","10","28","2008",-85.565181,33.495266
"CLEBURNE ","2608 CO RD 10 , HEFLIN , AL","10","28","2008",-85.547047,33.495961
"CLEBURNE ","5904 CO RD 19 , HEFLIN , AL","11","14","2008",-85.541297,33.49763
"CLEBURNE ","701 COUNTY ROAD 485 RD , MUSCADINE , AL","6","16","2004",-85.358277,33.701594
"COFFEE ","112 348 COUNTY ROAD , BRANTLEY , AL","6","2","2004",-86.971613,32.357474
"COFFEE ","6535 COUNTY ROAD 105 , BRUNDIDGE , AL","5","10","2006",-85.833233,31.591488
"COFFEE ","1907 COUNTY RD 228 RD , ELBA , AL","2","26","2004",-85.987453,31.470707
"COFFEE ","11010 STATE HWY 125 , ELBA , AL","5","17","2005",-85.954635,31.523165
"COFFEE ","681 COUNTY ROAD 401 , ELBA , AL","2","10","2006",-86.054808,31.390802
"COFFEE ","445 FOREST HILLS DRIVE , ELBA , AL","3","13","2006",-86.05596,31.414081
"COFFEE ","681 CO RD 401 , ELBA , AL","5","3","2006",-86.054808,31.390802
"COFFEE ","1591 PARK E AVE 114 , ENTERPRISE , AL","5","29","2004",-85.820974,31.305598
"COFFEE ","8543 COUNTY ROAD 636 , ENTERPRISE , AL","8","24","2004",-85.896734,31.260263
"COFFEE ","845 COUNTY ROAD 606 , ENTERPRISE , AL","2","11","2005",-85.976645,31.27971
"COFFEE ","442 PAUL ST , ENTERPRISE , AL","5","13","2005",-85.823507,31.300796
"COFFEE ","300 RAVEN STREET , ENTERPRISE , AL","5","15","2006",-85.860582,31.349165
"COFFEE ","587  CO RD 716, ENTERPRISE , AL","6","27","2009",-85.88105,31.258028
"COFFEE ","1141 COUNTY ROAD 201 , JACK , AL","3","21","2006",-86.00023,31.57405
"COFFEE ","242 RICHARDSON ST , KINSTON , AL","1","7","2004",-86.170277,31.223277
"COFFEE ","171 PEACHTREE ST , KINSTON , AL","2","27","2004",-86.171009,31.217899
"COFFEE ","197 COUNTY ROAD 5 RD , KINSTON , AL","7","12","2004",-86.111203,31.114552
"COFFEE ","7545 HWY 189 S , KINSTON , AL","1","18","2006",-86.133876,31.324392
"COFFEE ","201 JOHNS S ST , NEW BROCKTON , AL","5","27","2004",-86.158801,33.983055
"COFFEE ","16485 HWY 167 NORTH , NEW BROCKTON , AL","1","3","2006",-85.734698,34.136703
"COFFEE ","1155 COUNTY ROAD 615 , NEW BROCKTON , AL","5","31","2006",-85.674416,34.153449
"COFFEE ","221 COUNTY RD , SAMSON , AL","4","7","2004",-87.125482,31.242402
"COFFEE ","33844 NORTH 87 HIGHWAY  , TROY , AL","6","10","2009",-85.98913,31.613306
"COLBERT ","3035 ALLSBORO ROAD , CHEROKEE , AL","4","14","2006",-88.109613,34.697402
"COLBERT ","437 MCCORMACK LN B , LEIGHTON , AL","2","24","2004",-87.52892,34.70092
"COLBERT ","503  PILGRAM AVENUE  , MUSCLE SHOALS , AL","7","15","2010",-87.670282,34.753599
"COLBERT ","1675 ELM LANE , RUSSELLVILLE , AL","1","14","2008",-87.676658,34.593572
"COLBERT ","4305 SOUTH NATHAN BOULEVARD  , SHEFFIELD , AL","1","19","2010",-87.69864,34.76509
"COLBERT ","4305 SOUTH NATHAN BOULEVARD  , SHEFFIELD , AL","1","19","2010",-87.69864,34.76509
"COLBERT ","2090  SPRING VALLEY ROAD  , TUSCUMBIA , AL","5","8","2010",-87.625889,34.656799
"COLBERT ","804  KING AVENUE  , TUSCUMBIA , AL","5","11","2010",-87.683554,34.739011
"CONECUH ","923 LAKEVIEW DR , REPTON , AL","11","7","2004",-86.456527,31.313508
"COOSA ","2270 LITTLE TOM ROAD , CLANTON , AL","7","8","2008",-86.478761,32.977983
"COOSA ","615 COOK ROAD , EQUALITY , AL","5","26","2008",-86.484431,32.453113
"COOSA ","202 CO RD 77 R , GOODWATER , AL","6","3","2008",-86.03653,32.991686
"COVINGTON ","23591 HARMONY CHURCH RD , ANDALUSIA , AL","6","7","2004",-86.380231,31.382289
"COVINGTON ","301 PUGH ST , ANDALUSIA , AL","12","15","2004",-86.488084,31.313868
"COVINGTON ","31979 HWY 29 NORTH , DOZIER , AL","2","22","2006",-86.467146,31.433624
"COVINGTON ","792 FIR ST , FLORALA , AL","4","13","2004",-86.311971,31.001046
"COVINGTON ","25488 5TH AVE , FLORALA , AL","6","1","2004",-86.294526,30.995652
"COVINGTON ","1602 4TH ST , FLORALA , AL","2","22","2005",-86.333278,30.998666
"COVINGTON ","25294 5TH AVENUE , FLORALA , AL","5","9","2006",-86.296238,30.996135
"COVINGTON ","2010 WEST 7TH AVENUE , FLORALA , AL","5","31","2006",-86.333503,31.011522
"COVINGTON ","22464 7TH AVENUE , FLORALA , AL","6","20","2006",-86.33407,31.011695
"COVINGTON ","1300 OLD PERRY STORE RD , OPP , AL","12","2","2004",-86.228816,31.280196
"COVINGTON ","28453 ANNA LN , RED LEVEL , AL","2","9","2004",-87.376807,34.975173
"CRENSHAW ","10136 HWY 141 , BRANTLEY , AL","9","14","2005",-86.223072,31.518781
"CRENSHAW ","14 FORREST S AVE 14 , LUVERNE , AL","10","13","2004",-86.263742,31.717212
"CULLMAN ","297 CO RD 1591 , BAILEYTON , AL","1","9","2004",-86.639878,34.283296
"CULLMAN ","640 CO RD 1127 , CULLMAN , AL","9","8","2004",-86.827985,34.176219
"CULLMAN ","8840 AL HWY 157 , CULLMAN , AL","9","27","2004",-86.873162,34.206914
"CULLMAN ","4588 CR 222 , CULLMAN , AL","12","6","2004",-86.922449,34.109111
"CULLMAN ","284 CO RD 109 , CULLMAN , AL","12","9","2004",-86.92355,34.016534
"CULLMAN ","1362  COUNTY ROAD 449, CULLMAN , AL","1","4","2010",-86.919344,34.076081
"CULLMAN ","1362  COUNTY ROAD 449, CULLMAN , AL","1","4","2010",-86.919344,34.076081
"CULLMAN ","107  CO 1475 ROAD  , CULLMAN , AL","4","2","2010",-86.790728,34.187592
"CULLMAN ","66  STRICKLIN ROAD  , CULLMAN , AL","7","8","2010",-86.885002,34.103007
"CULLMAN ","800  1678 CIRCLE  , CULLMAN , AL","12","6","2010",-86.660884,34.201043
"CULLMAN ","78 CO RD 531 , HANCEVILLE , AL","12","18","2004",-86.734718,34.022643
"CULLMAN ","116 CO RD 483 , HANCEVILLE , AL","12","29","2004",-86.829395,34.11348
"CULLMAN ","43 HILLSIDE VIEW RD , JOPPA , AL","6","14","2005",-86.619258,34.305393
"CULLMAN ","80  COUNTY ROAD 1247, VINEMONT , AL","1","19","2010",-86.924349,34.262905
"CULLMAN ","80  COUNTY ROAD 1247, VINEMONT , AL","1","19","2010",-86.924349,34.262905
"CULLMAN ","18195  US 31 HIGHWAY  , VINEMONT , AL","7","28","2010",-86.861464,34.229596
"DALE ","2447 GRITNEY S RD , DALEVILLE , AL","4","30","2004",-85.702108,31.244673
"DALE ","23 WATERS ST NO. 1 , ENTERPRISE , AL","1","6","2004",-85.771516,31.312514
"DALE ","205  RICHLAND DRIVE  , ENTERPRISE , AL","4","8","2009",-85.787223,31.337985
"DALE ","159 G ST , LEVEL PLAINS , AL","1","10","2005",-85.770704,31.304563
"DALE ","420  JACKSON CIRCLE  , MIDLAND CITY , AL","6","11","2010",-85.516494,31.275273
"DALE ","14237 84 W HWY , NEWTON , AL","6","6","2005",-85.771395,31.302985
"DALE ","222 COUNTY 317 W RD , OZARK , AL","5","6","2004",-85.564962,31.541019
"DALE ","11511 HWY 27 , OZARK , AL","10","13","2004",-85.868327,31.19217
"DALE ","517 BROAD E ST , OZARK , AL","12","10","2004",-85.633639,31.459255
"DEKALB ","1406  COUNRY 380 ROAD  , BOAZ , AL","12","16","2010",-86.0306,34.221637
"DEKALB ","2324 CO RD 469 , COLLINSVILLE , AL","3","22","2008",-85.861431,34.216717
"DEKALB ","24159  76 HIGHWAY  , COLLINSVILLE , AL","4","24","2009",-85.9137,34.441794
"Dekalb ","201 GRAVES ST , CROSSVILLE , AL","10","25","2004",-85.990811,34.285238
"DEKALB ","129 COUNTY ROAD 389 , CROSSVILLE , AL","3","8","2006",-86.063007,34.352008
"Dekalb ","2452 CO RD 79 , FORT PAYNE , AL","2","21","2004",-85.790264,34.321082
"Dekalb ","215 CO RD 293 , FORT PAYNE , AL","10","29","2004",-85.816507,34.365455
"Dekalb ","276 COUNTY ROAD 81 , FORT PAYNE , AL","12","17","2004",-85.774078,34.373661
"Dekalb ","1968 GODFREY NE AVE , FORT PAYNE , AL","12","29","2004",-85.701951,34.458838
"Dekalb ","311 BARRY ST , FORT PAYNE , AL","1","10","2005",-85.759331,34.444192
"Dekalb ","141 CO RD 678 , FORT PAYNE , AL","2","20","2005",-85.729303,34.572386
"Dekalb ","706 CAVE SW ST , FORT PAYNE , AL","9","5","2005",-85.724918,34.429366
"DEKALB ","16708 HWY 176 HIGHWAY , FORT PAYNE , AL","5","9","2006",-85.787767,34.29257
"DEKALB ","3229 COUNTY RD 101 , FORT PAYNE , AL","5","15","2006",-85.73767,34.291511
"DEKALB ","605 FRUIT FARM ROAD , FORT PAYNE , AL","10","25","2006",-85.700103,34.427873
"DEKALB ","449 COUNTY ROAD 74 , FORT PAYNE , AL","10","30","2006",-85.62666,34.465391
"DEKALB ","203 NORTHEAST 20TH STREET , FORT PAYNE , AL","11","27","2006",-85.740087,34.424723
"DEKALB ","5713  DUNN ROAD  , FORT PAYNE , AL","4","5","2009",-85.675158,34.450651
"DEKALB ","410 NORTHEAST BEASON GAP ROAD 172 , FORT PAYNE , AL","11","30","2010",-85.699312,34.458381
"Dekalb ","25 RD 9092 W , FYFFE , AL","2","16","2004",-85.953367,34.481764
"Dekalb ","9937 COUNTY 50 RD , FYFFE , AL","4","25","2004",-85.967778,34.460226
"Dekalb ","1006 CO RD 538 , FYFFE , AL","10","5","2005",-85.987356,34.467672
"Dekalb ","936 COUNTY 552 , GROVE OAK , AL","9","11","2004",-86.016542,34.47466
"Dekalb ","357 CO RD 820 , GROVE OAK , AL","12","15","2004",-86.088106,34.439197
"Dekalb ","13009 AL HWY 75 N , HENAGAR , AL","9","15","2004",-85.690998,34.669762
"DEKALB ","1891 COUNTY 651 ROAD , HENAGAR , AL","1","15","2006",-85.645339,34.682708
"Dekalb ","3374 COUNTY 739 , IDER , AL","5","18","2004",-85.60102,34.697811
"Dekalb ","130 WOODLAND DR , IDER , AL","10","13","2004",-85.656687,34.713397
"Dekalb ","164 653 RD , MENTONE , AL","2","29","2004",-86.099444,33.809038
"Dekalb ","426 HESTON W RD , RAINSVILLE , AL","2","17","2004",-85.84775,34.49425
"Dekalb ","278 CROFT ST , RAINSVILLE , AL","9","22","2004",-85.835369,34.493288
"Dekalb ","426 HEATON RD , RAINSVILLE , AL","2","15","2005",-85.869886,34.454427
"Dekalb ","1217 CO RD 570 , RAINSVILLE , AL","6","12","2005",-85.845393,34.533367
"Dekalb ","860 JONES RD , RAINSVILLE , AL","11","3","2005",-85.882221,34.523032
"DEKALB ","860  JONES ROAD  , RAINSVILLE , AL","5","12","2011",-85.882221,34.523032
"Dekalb ","121 COUNTY 884 RD , SYLVANIA , AL","8","14","2004",-85.788733,34.527626
"DEKALB ","133 3RD STREET , SYLVANIA , AL","5","6","2008",-85.816589,34.562168
"Dekalb ","40646 HWY 11 N , VALLEY HEAD , AL","8","3","2005",-85.612511,34.614859
"ELMORE ","341  RIDGEDALE LANE  , DEATSVILLE , AL","7","27","2011",-86.399883,32.545146
"ELMORE ","3366  CLAUD ROAD 14 , ECLECTIC , AL","6","24","2010",-86.05877,32.59391
"ELMORE ","2000  POLITIC ROAD  , ELMORE , AL","4","9","2009",-86.347107,32.540048
"ELMORE ","260  RENEE WAY  , ELMORE , AL","7","14","2010",-86.336955,32.5435
"ELMORE ","3371  GRANDVIEW DRIVE  , MILLBROOK , AL","5","11","2009",-86.365685,32.479173
"ELMORE ","68  BEACH WOOD LANE  , WETUMPKA , AL","6","14","2009",-86.28893,32.62557
"ELMORE ","579  MANN ROAD  , WETUMPKA , AL","7","26","2011",-86.11054,32.685756
"ELMORE ","182  VENABLE ROAD  , WETUMPKA , AL","8","4","2011",-86.099837,32.6267
"ESCAMBIA ","2444 DEER CREEK RD , ATMORE , AL","9","1","2004",-87.564529,31.01071
"ESCAMBIA ","1304 EAST NASHVILLE AVENUE 12 , ATMORE , AL","11","26","2010",-87.47972,31.024256
"ESCAMBIA ","2325 WEST ATMOSPHERE ROAD  , ATMORE , AL","11","29","2010",-87.522317,31.109872
"ESCAMBIA ","492 CROOK RD , BREWTON , AL","12","27","2004",-86.963328,31.121001
"ESCAMBIA ","23046 HIGHWAY 29 , BREWTON , AL","6","5","2006",-87.022751,31.082856
"ETOWAH ","161  STATON ROAD  , ALTOONA , AL","6","17","2010",-86.157258,34.064639
"ETOWAH ","222  FORMAN DRIVE  , ATTALLA , AL","6","22","2010",-86.102523,34.022817
"ETOWAH ","101 WALNUT ST , BOAZ , AL","9","3","2004",-86.167855,34.198274
"ETOWAH ","99 HAYDEN RD , BOAZ , AL","1","10","2005",-86.202001,34.170438
"ETOWAH ","907 INGRAM ST , BOAZ , AL","1","21","2005",-86.15417,34.207331
"ETOWAH ","129  HAPPY HILL ROAD  , BOAZ , AL","1","9","2010",-86.120948,34.13379
"ETOWAH ","129  HAPPY HILL ROAD  , BOAZ , AL","1","9","2010",-86.120948,34.13379
"ETOWAH ","1518  GADSDEN AVENUE  , GADSDEN , AL","1","5","2010",-86.026931,34.026089
"ETOWAH ","1518  GADSDEN AVENUE  , GADSDEN , AL","1","5","2010",-86.026931,34.026089
"ETOWAH ","405  WILLOW CREEK ROAD  , GADSDEN , AL","5","26","2010",-85.825708,34.034361
"FAYETTE ","638  COUNTY ROAD 62, BERRY , AL","6","19","2010",-87.621879,33.6385
"FAYETTE ","17175 STATE HWY 233 , ELDRIDGE , AL","2","11","2004",-87.69823,34.084342
"FAYETTE ","6540 CO RD 24 , ELDRIDGE , AL","5","26","2004",-87.697284,33.872706
"FAYETTE ","2313  2ND AVENUE  , FAYETTE , AL","6","26","2010",-87.820993,33.719792
"FAYETTE ","160 COUNTY ROAD 73 , GLEN ALLEN , AL","4","4","2004",-87.737117,33.909785
"FAYETTE ","187 MAUD TAYLOR ROAD , WINFIELD , AL","9","8","2008",-87.877488,33.885273
"FRANKLIN ","987 92 HIGHWAY , HALEYVILLE , AL","5","10","2008",-87.540553,34.330301
"FRANKLIN ","7929 HWY 172 , HODGES , AL","1","24","2008",-87.994022,34.356373
"FRANKLIN ","3103  172 HIGHWAY 1 , HODGES , AL","5","15","2009",-87.610889,33.925251
"FRANKLIN ","2504  SUNSET ROAD  , HODGES , AL","4","26","2010",-87.960833,34.3333
"FRANKLIN ","194 BLACK CHURCH ROAD , PHIL CAMPBELL , AL","2","25","2008",-87.661323,34.3994
"FRANKLIN ","1114 BAKER ROAD , PHIL CAMPBELL , AL","4","22","2008",-87.645407,34.43208
"FRANKLIN ","4274 20 HIGHWAY , PHIL CAMPBELL , AL","4","25","2008",-87.726755,34.391569
"FRANKLIN ","338 GARRISON HOLLOW RD , RED BAY , AL","3","6","2004",-88.085938,34.466807
"FRANKLIN ","5443 COUNTY LINE RD , RUSSELLVILLE , AL","4","1","2004",-87.533959,34.434018
"FRANKLIN ","10331 SOUTH 43 HIGHWAY , RUSSELLVILLE , AL","11","28","2007",-87.723145,34.496576
"FRANKLIN ","100 TOWN AND COUNTRY LOT F-6 , RUSSELLVILLE , AL","2","28","2008",-87.727958,34.529015
"FRANKLIN ","305 OLIVE STREET , RUSSELLVILLE , AL","7","11","2008",-87.724274,34.510985
"FRANKLIN ","47  PORTER ROAD  , RUSSELLVILLE , AL","5","19","2009",-87.649299,34.450789
"FRANKLIN ","204  RICHESON STREET  , RUSSELLVILLE , AL","4","7","2010",-87.727192,34.515607
"FRANKLIN ","1730 NORTH SOCKWELL AVENUE  , RUSSELLVILLE , AL","6","21","2010",-87.721221,34.522247
"FRANKLIN ","507 BARKER ROAD , VINA , AL","11","1","2007",-88.030105,34.35926
"FRANKLIN ","8036 19 HIGHWAY , VINA , AL","3","14","2008",-88.1079,34.40032
"FRANKLIN ","2123 CO HWY 9 , VINA , AL","5","14","2008",-88.060454,34.41449
"FRANKLIN ","391 BARKER ROAD , VINA , AL","6","25","2008",-88.033388,34.359925
"FRANKLIN ","516 224 HIGHWAY , VINA , AL","9","11","2008",-88.020518,34.450937
"GENEVA ","629 COUNTY 729 RD , CHANCELLOR , AL","5","20","2004",-85.833326,31.21732
"GENEVA ","9730 AL N ST , CHANCELLOR , AL","8","30","2005",-85.769752,31.29495
"GENEVA ","405 PURVIS W ST , GENEVA , AL","3","19","2004",-85.8801,31.041767
"GENEVA ","2131 GOATHILL W RD , GENEVA , AL","9","7","2004",-85.929341,31.037379
"GENEVA ","2837 COUNTY RD , GENEVA , AL","10","26","2004",-85.374315,31.201535
"GENEVA ","2615 STATE HWY 85 N , GENEVA , AL","4","16","2005",-85.849813,31.092508
