"COUNTY","FullAddress","Month","Date","Year","lon","lat"
"ADAMS ","1121 10TH N ST , QUINCY , IL","1","18","2006",-91.39977,39.918212
"ADAMS ","842 603RD LANE N , QUINCY , IL","2","15","2006",-91.398426,40.034911
"ADAMS ","215 CHERRY ST , QUINCY , IL","2","16","2006",-91.413044,39.944552
"ADAMS ","6218 BROADWAY E 2 , QUINCY , IL","3","4","2006",-91.315784,39.934749
"ADAMS ","233 LOCUST ST , QUINCY , IL","3","13","2006",-91.41273,39.950595
"ADAMS ","6111 HICKORY GROVE NORTH , QUINCY , IL","7","11","2006",-91.318048,39.937108
"ADAMS ","528 1/2 NORTH 8TH STREET , QUINCY , IL","10","7","2006",-91.403323,39.931886
"ADAMS ","3524 NORTH 12TH STREET , QUINCY , IL","11","22","2006",-91.396237,39.974579
"ADAMS ","1722 NORTH 12TH , QUINCY , IL","11","14","2008",-91.396446,39.952796
"ADAMS ","1100 SOUTH 24TH, QUINCY , IL","5","29","2009",-91.409928,39.944434
"ADAMS ","2000  BONASINGA, QUINCY , IL","5","29","2009",-91.385695,39.931138
"ADAMS ","2512  HURLEY, QUINCY , IL","6","8","2009",-91.375846,39.947223
"ADAMS ","5333  ELLINGTON, QUINCY , IL","1","2","2010",-91.330394,39.978699
"ADAMS ","515  ADAMS, QUINCY , IL","3","12","2010",-91.408366,39.917375
"ADAMS ","404  STATE, QUINCY , IL","3","29","2010",-91.41008,39.926586
"ADAMS ","625 NORTH 5TH, QUINCY , IL","3","29","2010",-91.408419,39.938532
"ADAMS ","5023 WEST PARADISE, QUINCY , IL","3","30","2010",-91.390954,39.992498
"ADAMS ","328  ROYAL OAKS, QUINCY , IL","5","1","2010",-91.308032,39.93368
"ADAMS ","2531  WEST VALLEY VIEW, QUINCY , IL","8","31","2010",-91.410864,39.961842
"ADAMS ","500  MAINE, QUINCY , IL","9","20","2010",-91.408446,39.931927
"ADAMS ","4821  OAK , QUINCY , IL","5","1","2015",-91.334169,39.937532
"ADAMS ","1604  JEFFERSON , QUINCY , IL","6","21","2015",-91.390195,39.920832
"ADAMS ","219 S 11TH , QUINCY , IL","6","17","2015",-91.398205,39.930322
"ADAMS ","339  SCENIC , QUINCY , IL","6","16","2015",-91.40861,39.952957
"ADAMS ","606 N 6TH , QUINCY , IL","6","24","2015",-91.406625,39.938303
"ADAMS ","830 N 22ND , QUINCY , IL","6","8","2015",-91.380945,39.94078
"ADAMS ","901  JOSHUA ST , QUINCY , IL","7","12","2015",-91.402254,39.901582
"ADAMS ","839 S 12TH , QUINCY , IL","8","7","2015",-91.396328,39.921888
"ADAMS ","716  MADISON , QUINCY , IL","8","5","2015",-91.404473,39.919718
"ADAMS ","3906  HALFPAP LANE , QUINCY , IL","10","5","2015",-91.319343,39.884334
"ADAMS ","437 N 9TH , QUINCY , IL","11","17","2015",-91.40176,39.936174
"ADAMS ","2137 EAST 253RD, URSA , IL","1","25","2010",-91.47311,40.079011
"ADAMS ","106 E MAPLE , URSA , IL","7","7","2015",-91.368082,40.074494
"ALEXANDER ","127 STATE RT 1 692 , ELCO , IL","3","3","2004",-88.166139,37.46818
"BOND ","1300 YELLOW ST , GREENVILLE , IL","6","1","2004",-89.395513,38.879405
"BOND ","759 COX MONUMENT RD , POCAHONTAS , IL","3","3","2004",-89.532055,38.855299
"BOND ","221 SAWMILL RD , POCAHONTAS , IL","8","16","2004",-89.567061,38.772962
"BOND ","610 MAIN N ST 12 , SORENTO , IL","3","29","2005",-89.57316,39.004768
"BUREAU ","14348 300 N AVE , BRADFORD , IL","3","18","2004",-90.385191,40.938877
"BUREAU ","2720 WYANET-WALNUT RD , BRADFORD , IL","3","18","2004",-89.582298,41.188464
"CALHOUN ","RR 1  BOX 19A , GOLDEN EAGLE , IL","7","2","2015",-90.189758,38.570854
"CARROLL ","814 MAIN ST , SAVANNA , IL","8","4","2005",-90.157381,42.09842
"CARROLL ","6039 IL ROUTE 84 , THOMPSON , IL","4","15","2005",-88.766799,37.920846
"CASS ","4182 GLENWOOD , ARENZVILLE , IL","7","31","2006",-90.503675,39.887166
"CHAMPAIGN ","1311 SUNSET DR , CHAMPAIGN , IL","1","21","2004",-88.24338,40.11642
"CHAMPAIGN ","2102 NORTH PROSPECT , CHAMPAIGN , IL","7","17","2007",-88.21283,40.31948
"CHAMPAIGN ","2610 NORTH PROSPECT , CHAMPAIGN , IL","8","20","2007",-88.21283,40.31948
"CHAMPAIGN ","303 MAIN W , OGDEN , IL","2","26","2004",-87.968603,40.192634
"CHAMPAIGN ","1109 EASTVIEW DR , RANTOUL , IL","1","7","2004",-88.141017,40.318311
"CHAMPAIGN ","1316 CYPRESS LN , RANTOUL , IL","7","28","2004",-88.140355,40.305982
"CHAMPAIGN ","1509 HOBSON DR 11 , RANTOUL , IL","10","31","2005",-88.132895,40.324478
"CHAMPAIGN ","506 MEYER , THOMASBORO , IL","8","23","2006",-88.189398,40.245378
"CHAMPAIGN ","1488 COUNTY ROAD 800N , TOLONO , IL","2","11","2004",-88.183974,39.996357
"CHAMPAIGN ","203 CRYSTAL LAKE DR , URBANA , IL","5","18","2004",-88.206415,40.118766
"CHAMPAIGN ","819 OAKLAND AVENUE , URBANA , IL","11","22","2006",-88.199815,40.123738
"CHRISTIAN ","201 MOHAWK ST , MORRISONVILLE , IL","3","30","2004",-89.457019,39.422419
"CHRISTIAN ","805 SIXTH SE ST , MORRISONVILLE , IL","5","17","2005",-89.454552,39.419311
"CHRISTIAN ","817 1ST E ST , PAMA , IL","2","26","2004",-89.25037,40.00032
"CHRISTIAN ","808 1ST E ST , PANA , IL","10","17","2004",-89.071931,39.388602
"CHRISTIAN ","402 CLARK S ST , PANA , IL","4","4","2006",-89.089488,39.386382
"CHRISTIAN ","650 N 2500 E ROAD , PANA , IL","9","7","2006",-89.063478,39.443016
"CHRISTIAN ","830 SOUTH HICKORY STREET , PANA , IL","10","10","2006",-89.072192,39.379922
"CHRISTIAN ","9 ELIZABETH CIRCLE , PANA , IL","11","6","2006",-89.034572,39.380738
"CHRISTIAN ","315 2ND ST , ROSAMOND , IL","4","9","2005",-89.159615,39.379562
"CHRISTIAN ","1398 600 EAST N RD , TAYLORVILLE , IL","3","31","2004",-89.423065,39.541368
"CHRISTIAN ","801 VANDEVEER W ST , TAYLORVILLE , IL","6","3","2004",-89.3034,39.545479
"CHRISTIAN ","1400 SPRESSER W ST 19 , TAYLORVILLE , IL","9","22","2004",-89.298741,39.552627
"CHRISTIAN ","1318 VANDAVEER W ST , TAYLORVILLE , IL","10","4","2004",-89.311454,39.545435
"CHRISTIAN ","908 EAST ADAMS STREET , TAYLORVILLE , IL","10","3","2006",-89.284622,39.546406
"CHRISTIAN ","723 E ESTHER , TAYLORVILLE , IL","7","10","2015",-89.287874,39.556166
"CLARK ","300 1STA NE ST 5 , CASEY , IL","3","22","2004",-87.991557,39.296628
"CLARK ","205 HARRISON E ST , CASEY , IL","4","3","2005",-87.990396,39.291739
"CLARK ","24800 EAST 2000TH ROAD , DENNISON , IL","8","18","2006",-87.556902,39.440586
"CLARK ","7 ELM S , MARTINSVILLE , IL","1","17","2004",-90.677909,39.619309
"CLARK ","207 WATER N ST , WEST UNION , IL","4","1","2004",-87.637921,39.1699
"CLARK ","112 BROADWAY (OLD YORK) , WEST UNION , IL","7","23","2004",-87.640555,39.170012
"CLAY ","1914  CALEB , BIBLE GROVE , IL","7","15","2015",-88.445768,38.867776
"CLAY ","236 a 3RD NE , CLAY CITY , IL","3","20","2004",-88.352615,38.693218
"CLAY ","112 1ST NW , CLAY CITY , IL","8","27","2004",-88.354239,38.69167
"CLAY ","112 FIRST NW ST , CLAY CITY , IL","9","15","2004",-88.28385,41.236464
"CLAY ","424 1ST N. W. N , CLAY CITY , IL","3","18","2005",-88.361378,38.691349
"CLAY ","119 SOUTH 6TH SW , CLAY CITY , IL","2","8","2006",-88.354295,38.684926
"CLAY ","5566 RIDGE RD , EDGEWOOD , IL","4","6","2004",-88.582244,38.905105
"CLAY ","221 2ND E 4 , FLORA , IL","6","8","2004",-88.484721,38.670213
"CLAY ","730 1/2 MAPLE W , FLORA , IL","7","21","2004",-88.485042,38.666726
"CLAY ","233 ADAMS ST , FLORA , IL","2","20","2005",-88.482789,38.65922
"CLAY ","16 WEST TRAGO LAKE DRIVE , FLORA , IL","1","4","2006",-90.738656,39.985841
"CLAY ","1053 WEST 5TH, FLORA , IL","5","25","2009",-88.501998,38.67166
"CLAY ","2854 INGRAHAM LANE , INGRAHAM , IL","5","3","2007",-88.328963,38.835907
"CLAY ","2727 VANDALIA RD , LOUISVILLE , IL","6","17","2004",-88.541697,38.775409
"CLAY ","3336 HICKORY HILL LANE , LOUISVILLE , IL","6","22","2006",-88.577346,38.709487
"CLAY ","410 PARK E ST , SAILOR SPRINGS , IL","10","25","2004",-88.364528,38.764289
"CLAY ","1956  BETHEL, XENIA , IL","2","17","2010",-88.601599,38.737966
"CLINTON ","275 BROOKSIDE AVENUE , CENTRALIA , IL","6","27","2007",-89.147796,38.526685
"CLINTON ","206 WALNUT E , NEW MEMPHIS , IL","4","5","2004",-89.695905,38.538253
"CLINTON ","15700  CRACKERNECK , TRENTON , IL","7","7","2015",-89.646126,38.65081
"CLINTON ","407 N JACKSON , TRENTON , IL","7","18","2015",-89.691372,38.610586
"COLES ","24 COURT LN , ASHMORE , IL","6","1","2005",-88.01253,39.528849
"COLES ","14257 COUNTY 600 NORTH E RD , CHARLESTON , IL","4","1","2004",-88.163026,39.460932
"COLES ","5795 COUNTY ROAD 1460 EAST N , CHARLESTON , IL","4","2","2004",-88.202074,39.45795
"COLES ","617 STATE W , CHARLESTON , IL","6","18","2004",-88.178973,39.495706
"COLES ","2450 LINCOLN HIGHWAY RD , CHARLESTON , IL","8","23","2004",-88.209069,39.410678
"COLES ","4125 COUNTY 2300 EAST N RD , CHARLESTON , IL","3","7","2005",-87.983356,39.481076
"COLES ","711 POLK ST , CHARLESTON , IL","1","5","2006",-88.173856,39.488153
"COLES ","126 LOCUST W AVE , CHARLESTON , IL","2","23","2006",-88.182859,39.499892
"COLES ","238 ELM STREET , CHARLESTON , IL","12","22","2006",-88.187907,39.502125
"COLES ","207 WEST WALNUT STREET , HUMBOLDT , IL","4","21","2006",-88.322634,39.601655
"COLES ","2101 CHAMPAIGN 200 , MATTOON , IL","1","12","2004",-88.3802,39.486264
"COLES ","1817 NINTH S A-5 , MATTOON , IL","2","7","2004",-88.839072,41.109481
"COLES ","2021 LAFAYETTE 3 , MATTOON , IL","2","15","2004",-88.379922,39.479342
"COLES ","8608 COUNTY 200 EAST N RD , MATTOON , IL","3","5","2004",-88.434198,39.49899
"COLES ","205 MCFALL RD 232 , MATTOON , IL","4","24","2004",-88.326846,39.484987
"COLES ","4808 PARADISE RD , MATTOON , IL","5","11","2004",-88.382332,39.432332
"COLES ","805 33RD N ST , MATTOON , IL","8","26","2004",-88.397011,39.47399
"COLES ","1300 17TH S ST , MATTOON , IL","3","16","2005",-88.375177,39.470253
"COLES ","1517 GRANT ST , MATTOON , IL","1","3","2006",-88.373054,39.492012
"COLES ","2200 SOUTH 17TH STREET , MATTOON , IL","4","27","2006",-88.375645,39.461684
"COLES ","709 PIATT AVENUE , MATTOON , IL","4","27","2006",-88.361597,39.489991
"COLES ","2021 LAFEYETTE STREET , MATTOON , IL","5","30","2006",-88.379922,39.479342
"COLES ","2120 EAST LAFAYETTE STREET , MATTOON , IL","5","30","2006",-88.380454,39.480009
"COLES ","2904 MARION , MATTOON , IL","6","19","2006",-88.391115,39.476938
"COLES ","313 WOODLAWN , MATTOON , IL","11","30","2006",-88.359066,39.466571
"COLES ","1313 LAKE LAND , MATTOON , IL","2","24","2008",-88.427114,39.410595
"COLES ","4246  LAKE ROAD, MATTOON , IL","6","25","2009",-88.420825,39.437343
"COOK ","14  E MAIN STREET  , GLENWOOD , IL","2","19","2010",-87.611437,41.543619
"COOK ","6824 WEST AVENUE , HANOVER PARK , IL","6","2","2006",-88.159423,41.995879
"COOK ","2255 173RD W ST 213 , LANSING , IL","11","5","2004",-87.56177,41.580979
"COOK ","38  HEMLOCK, PARK FOREST , IL","8","15","2010",-87.677136,41.479461
"COOK ","1515 MANNHEIM N RD 8 , STONE PARK , IL","3","25","2004",-87.883624,41.899111
"CRAWFORD ","2681 1315 N ST , FLAT ROCK , IL","11","22","2004",-88.001091,38.515376
"CRAWFORD ","2681 1315 N ST , FLAT ROCK , IL","8","30","2005",-88.001091,38.515376
"CRAWFORD ","405 MAIN N ST , HUTSONVILLE , IL","7","23","2004",-87.659523,39.115121
"CRAWFORD ","15501 1600 E AVE , HUTSONVILLE , IL","3","18","2005",-88.169533,38.981567
"CRAWFORD ","21118 NORTH 475TH STREET , MARTINSVILLE , IL","10","10","2006",-87.859931,39.161022
"CRAWFORD ","21118 NORTH 475TH STREET , MARTINSVILLE , IL","4","19","2007",-87.859931,39.161022
"CRAWFORD ","405 KENTUCKY E , OBLONG , IL","11","18","2004",-87.905816,38.999136
"CRAWFORD ","6835 NORTH 150TH STREET , OBLONG , IL","2","6","2007",-87.917429,38.9506
"CRAWFORD ","5234 EAST 825TH AVENUE , OBLONG , IL","9","2","2007",-87.926937,38.971492
"CRAWFORD ","20997 NORTH 100 E, OBLONG , IL","6","26","2009",-87.931348,39.158801
"CRAWFORD ","9673 1710 N ST , PALESTINE , IL","6","12","2005",-88.001091,38.515376
"CRAWFORD ","16313 950 E AVE , PALESTINE , IL","12","29","2005",-88.169533,38.981567
"CRAWFORD ","412 PIKE S ST E , PALESTINE , IL","12","29","2005",-87.604191,39.000528
"CRAWFORD ","5063 1300TH N ST , ROBINSON , IL","6","27","2005",-87.703404,38.927086
"CRAWFORD ","203 SOUTH JEFFERSON, ROBINSON , IL","2","16","2010",-87.738278,39.004925
"CUMBERLAND ","1073 ILLINOIS ROUTE 130 N , GREENUP , IL","5","18","2004",-88.135374,39.328109
"CUMBERLAND ","1540 IL. STATE HWY 121 , GREENUP , IL","1","29","2005",-88.187194,39.256855
"CUMBERLAND ","1101 CUMBERLAND ST , JEWETT , IL","2","25","2004",-88.245459,39.207893
"CUMBERLAND ","304 OHIO S , TOLEDO , IL","3","10","2004",-88.241976,39.270549
"CUMBERLAND ","766 500 E , TOLEDO , IL","8","12","2004",-88.37795,39.251004
"CUMBERLAND ","209A EAST WASHINGTON STREET , TOLEDO , IL","1","3","2006",-88.244993,39.373825
"CUMBERLAND ","760 NORTH COUNTY ROAD 500 E , TOLEDO , IL","2","9","2006",-88.378261,39.282666
"CUMBERLAND ","764 EAST COUNTY ROAD 500 ROAD , TOLEDO , IL","10","20","2006",-88.378267,39.283543
"DOUGLAS ","404 EAST MADISON STREET , ARCOLA , IL","6","5","2006",-88.303092,39.686492
"DuPage ","2631 WEST BEAU BIEN COURT , LISLE , IL","11","14","2006",-88.104394,41.798462
"EDGAR ","4628 NORTH 250TH, KANSAS , IL","1","6","2010",-87.916004,39.560012
"EDGAR ","1052  COOK , KANSAS , IL","4","3","2015",-87.935162,39.549328
"EDGAR ","9848 1800TH N ST , PARIS , IL","5","21","2004",-87.630602,39.617741
"EDGAR ","725 WEST END AVE , PARIS , IL","10","5","2004",-87.707602,39.619684
"EDGAR ","307 ARTHUR W ST , PARIS , IL","5","5","2005",-87.694922,39.594826
"EDGAR ","811 BROOM W ST , PARIS , IL","3","9","2006",-87.708256,39.61188
"EDGAR ","708 WASHINGTON W ST , PARIS , IL","3","23","2006",-87.70631,39.609808
"EDGAR ","304 1/2 CHESTNUT ST 1 , PARIS , IL","3","25","2006",-87.696328,39.614248
"EDGAR ","1011 NORTH CENTRAL STREET , PARIS , IL","4","26","2006",-87.696712,39.624372
"EDGAR ","803 SOUTH MARSHALL , PARIS , IL","5","25","2006",-87.693672,39.604401
"EDGAR ","3380 NORTH 2250TH STREET, PARIS , IL","5","4","2009",-87.545446,39.524166
"EDGAR ","311 NORTH HIGH, PARIS , IL","5","9","2009",-87.684638,39.614344
"EDGAR ","409 E MONROE , PARIS , IL","7","3","2015",-87.69026,39.60102
"EDWARDS ","232 CHERRY E , ALBION , IL","1","12","2004",-88.053883,38.375554
"EDWARDS ","525  300 , ALBION , IL","5","3","2015",-88.064182,38.328816
"EFFINGHAM ","411A NORTH THIRD STREET , ALTAMONT , IL","6","2","2006",-88.751021,39.064135
"EFFINGHAM ","4540 STATE RT. 40 , ALTAMONT , IL","11","27","2006",-88.719392,39.06407
"EFFINGHAM ","101 HENRIETTA S AVE 1 , EFFINGHAM , IL","2","18","2004",-88.54338,39.12004
"EFFINGHAM ","602 5TH S , EFFINGHAM , IL","2","19","2004",-88.54338,39.12004
"EFFINGHAM ","15202 MONOCOT N ST , EFFINGHAM , IL","4","14","2004",-88.54338,39.12004
"EFFINGHAM ","602 5TH S , EFFINGHAM , IL","5","4","2004",-88.54338,39.12004
"EFFINGHAM ","2611 CLAYBORNE CT , EFFINGHAM , IL","12","1","2004",-88.54338,39.12004
"EFFINGHAM ","1031 MAIN N ST , EFFINGHAM , IL","8","1","2005",-88.54338,39.12004
"EFFINGHAM ","708 GROVE E AVE , EFFINGHAM , IL","8","25","2005",-88.54338,39.12004
"EFFINGHAM ","708 GROVE E AVE , EFFINGHAM , IL","9","2","2005",-88.54338,39.12004
"EFFINGHAM ","13116 NORTH 1000TH, EFFINGHAM , IL","5","4","2009",-88.54338,39.12004
"EFFINGHAM ","1615 SOUTH BANKER, EFFINGHAM , IL","4","22","2010",-88.54338,39.12004
"EFFINGHAM ","94422 N 45 , EFFINGHAM , IL","7","9","2015",-88.54338,39.12004
"EFFINGHAM ","600 BLOCK W RICKELMAN STREET , EFFINGHAM , IL","7","13","2015",-88.54338,39.12004
"FAYETTE ","1750 NORTH COUNTY ROAD, BLUFF CITY , IL","6","9","2009",-89.096845,38.979901
"FAYETTE ","524 2ND N ST , VANDALIA , IL","2","2","2005",-89.091748,38.966243
"FAYETTE ","111 WILLOW N ST , VANDALIA , IL","2","14","2005",-89.101879,38.961924
"FORD ","218 ORLEANS E , PAXTON , IL","12","30","2004",-88.09532,40.46031
"FRANKLIN ","1210 FAIRLAND N ST , BENTON , IL","2","14","2004",-88.913046,38.008196
"FRANKLIN ","1106 LICKLITER STREET , BENTON , IL","6","9","2006",-88.917959,37.986181
"FRANKLIN ","1106 SOUTH LICKLITER, BENTON , IL","3","4","2010",-88.917959,37.986181
"FRANKLIN ","607 2ND E ST , BUCKNER , IL","2","11","2005",-89.01618,37.98311
"FRANKLIN ","504 CHURCH S ST , CHRISTOPHER , IL","9","14","2004",-89.05341,37.97255
"FRANKLIN ","7495  MAIN STREET , MULKEYTOWN , IL","3","6","2011",-89.11178,37.971083
"FRANKLIN ","2490 BRYANT ROAD , PLUMFIELD , IL","3","14","2007",-89.015138,37.898823
"FRANKLIN ","309 PECAN S ST , ROYALTON , IL","3","11","2004",-89.118947,37.881716
"FRANKLIN ","209 CLEVELAND STREET , ROYALTON , IL","3","28","2006",-89.106739,37.878245
"FRANKLIN ","107 MAIN W ST 110 , WEST CITY , IL","7","13","2004",-89.039591,38.025269
"FRANKLIN ","203 5TH W ST , WEST FRANKFORT , IL","8","2","2004",-88.929921,37.903079
"FRANKLIN ","411 HORN N ST , WEST FRANKFORT , IL","9","19","2004",-88.936498,37.901714
"FRANKLIN ","203 5TH W ST , WEST FRANKFORT , IL","1","7","2005",-88.929921,37.903079
"FRANKLIN ","510 CHERRY S ST , WEST FRANKFORT , IL","1","14","2005",-88.997643,37.856874
"FRANKLIN ","1603 WEST RD , WEST FRANKFORT , IL","3","13","2005",-88.942289,37.888534
"FRANKLIN ","1104 STATE HIGHWAY 37 , WEST FRANKFORT , IL","8","21","2006",-88.932737,37.878516
"FRANKLIN ","1305 EAST OAK, WEST FRANKFORT , IL","4","25","2009",-88.912672,37.897204
"FRANKLIN ","5406  LOGAN, WEST FRANKFORT , IL","6","4","2009",-88.845063,37.943857
"FRANKLIN ","1010 WEST MAIN, WEST FRANKFORT , IL","1","20","2010",-88.939779,37.897869
"FRANKLIN ","5163 PARK ST , ZEIGLER , IL","2","24","2004",-88.432837,37.815197
"FRANKLIN ","805 COXSPURS ST , ZEIGLER , IL","5","23","2005",-89.056875,37.906569
"FULTON ","206 1ST W , BRYANT , IL","10","13","2005",-90.101963,40.467262
"FULTON ","106 CHESTNUT E ST #3 , CANTON , IL","2","1","2004",7,1
"FULTON ","1048 7TH S AVE 74 , CANTON , IL","7","17","2004",-90.025011,40.54376
"FULTON ","244 PINE W ST , CANTON , IL","3","22","2005",-90.039576,40.554568
"FULTON ","370 NORTH MAIN, CANTON , IL","8","14","2010",-90.035173,40.560303
"GALLATIN ","510 POPLAR N RD , ELDORADO , IL","9","21","2004",-88.364921,37.861311
"GALLATIN ","427 MAIN S , OLD SHAWNEETOWN , IL","1","9","2004",-88.137003,37.694203
"GALLATIN ","855 POPLAR N ST , OLD SHAWNEETOWN , IL","4","21","2004",-88.138215,37.702986
"GALLATIN ","104 SHERMAN N ST 1 , RIDGWAY , IL","9","2","2004",-88.255735,37.799227
"GALLATIN ","410 ELM W ST , RIDGWAY , IL","10","2","2004",-88.258009,37.79443
"GALLATIN ","410 WEST ELM STREET , RIDGWAY , IL","5","14","2007",-88.26437,37.794528
"GALLATIN ","7535 RINGOLD RD , SHAWNEETOWN , IL","9","3","2004",-88.235341,37.680558
"GREENE ","1003  GREEN, GREENFIELD , IL","5","12","2009",-90.219138,39.347028
"GREENE ","RURAL ROUTE 2 4 , ROCKBRIDGE , IL","5","1","2006",-90.20428,39.26921
"HAMILTON ","314 CHERRY E ST , MCLEANSBORO , IL","12","3","2005",-88.531955,38.091733
"HANCOCK ","1035 NORTH HWY 94/336, CARTHAGE , IL","1","23","2010",-91.120644,40.347326
"HANCOCK ","LEISURELAND TRAILER COURT LOT 17 , NIOTA , IL","3","10","2006",-91.229764,40.618393
"HARDIN ","127 ROGERTOWN W RD , ROSICLARE , IL","7","4","2004",-88.367563,37.470982
"HENDERSON ","958  4TH, LOMAX , IL","4","3","2009",-91.07292,40.67893
"HENRY ","23387 1200 E ST , GENESEO , IL","6","20","2004",-90.175207,41.496908
"HENRY ","824 WILSON ST , KEWANEE , IL","10","31","2004",-89.935766,41.235734
"HENRY ","504 GROVE N ST , KEWANEE , IL","2","7","2005",-89.933195,41.248088
"HENRY ","801 ELM N ST , KEWANEE , IL","4","2","2005",-89.921954,41.251809
"HENRY ","912 TREMONT N ST , KEWANEE , IL","4","18","2005",-89.92594,41.252931
"HENRY ","815 15TH E ST , KEWANEE , IL","6","30","2005",-89.913771,41.261377
"HENRY ","316 WILSEY CT , KEWANEE , IL","8","28","2005",-89.928139,41.239097
"HENRY ","509 ROSS ST , KEWANEE , IL","2","7","2006",-89.934467,41.248549
"HENRY ","835 SIXTH W ST , KEWANEE , IL","2","22","2006",-89.914027,41.24901
"HENRY ","118 ROOSEVELT AVE , KEWANEE , IL","3","22","2006",-89.923957,41.23631
"HENRY ","1723 EAST 4TH STREET , KEWANEE , IL","4","18","2006",-89.900245,41.247157
"HENRY ","813 WEST SIXTH STREET , KEWANEE , IL","5","16","2006",-89.934485,41.249061
"HENRY ","835 WEST SIXTH STREET , KEWANEE , IL","6","12","2006",-89.934679,41.249056
"HENRY ","210 NORTH EAST STREET , KEWANEE , IL","6","21","2006",-89.915238,41.244509
"HENRY ","835 WEST SIXTH STREET , KEWANEE , IL","7","10","2006",-89.934679,41.249056
"HENRY ","835 WEST SIXTH STREET , KEWANEE , IL","11","28","2006",-89.934679,41.249056
"HENRY ","700  COMMERCIAL, KEWANEE , IL","5","8","2009",-89.934698,41.243145
"HENRY ","835 W 6TH , KEWANEE , IL","7","18","2015",-89.934679,41.249056
"IROQUOIS ","105 OLD MAIN E ST , MILFORD , IL","9","27","2005",-87.697709,40.623585
"IROQUOIS ","513 NORTH MARKET STREET , WATSEKA , IL","5","4","2006",-87.748631,40.783075
"IROQUOIS ","203 DONOVAN S ST , WELLINGTON , IL","1","3","2004",-87.680127,40.540128
"IROQUOIS ","477 2ND NORTH E ST 4A , WELLINGTON , IL","1","27","2004",-87.67649,40.541131
"JACKSON ","204 SOUTH MAIN STREET , CAMPBELL HILL , IL","3","7","2007",-89.54948,37.930032
"JACKSON ","1423 JULIANNE , CARBONDALE , IL","7","6","2007",-88.943029,37.721133
"JACKSON ","401  READY MIX , CARBONDALE , IL","4","8","2015",-89.224728,37.742022
"JACKSON ","501 S WASHINGTON , CARBONDALE , IL","8","4","2015",-89.214739,37.722725
"JACKSON ","211 CHERRY N , DE SOTO , IL","10","13","2004",-89.233128,37.817395
"JACKSON ","1684 CRANE RD , DE SOTO , IL","4","8","2005",-89.271976,37.814998
"JACKSON ","601 VOGEL , DOWELL , IL","12","7","2004",-89.241759,37.937497
"JACKSON ","2528 HALLIDAYBORO ROAD , ELKVILLE , IL","7","2","2006",-89.271236,37.885117
"JACKSON ","132 HALLIDAYBORO ROAD , ELKVILLE , IL","8","10","2006",-89.236982,37.889588
"JACKSON ","111 VAN BUREN , GORHAM , IL","2","20","2004",-89.482692,37.719968
"JACKSON ","300 21 ST , GRAND TOWER , IL","1","1","2004",-89.509364,37.642643
"JACKSON ","306 MAIN ST , GRAND TOWER , IL","2","18","2004",-89.500307,37.626571
"JACKSON ","1 THE PINE CREEK RD , MURPHYSBORO , IL","6","19","2004",-89.41447,37.829226
"JACKSON ","323  WELLS , MURPHYSBORO , IL","4","9","2015",-89.316934,37.760001
"JACKSON ","63 PITBULL LANE , POMONA , IL","9","18","2006",-89.369308,37.650115
"JEFFERSON ","  ABBOTT LANE , BELLE RIVE , IL","8","1","2015",-88.741163,38.143963
"JEFFERSON ","503 SOUTH W AVE , BLUFORD , IL","4","8","2004",-88.1598,38.087039
"JEFFERSON ","400 6TH , BLUFORD , IL","7","7","2004",-88.734551,38.324579
