"COUNTY","FullAddress","Month","Date","Year","Longitude","Latitude"
"BREATHITT ","125  KINGS RIDGE ROAD  29 , JACKSON , KY","4","5","2013",-83.3933582,37.560318
"BRECKINRIDGE ","410 VEREDEN STREET , CLOVERPORT , KY","4","18","2006",-86.6396481,37.8321135
"BRECKINRIDGE ","107 KINGSWOOD CEMETARY RD , HARDINSBURG , KY","11","24","2005",-86.4096792,37.7168258
"BRECKINRIDGE ","230 WOODLAWN N AVE , IRVINGTON , KY","5","31","2005",-86.2852327,37.8830798
"BRECKINRIDGE ","650 MERCER BEND ROAD , LEITCHFIELD , KY","10","6","2006",-86.3326421,37.5957119
"BRECKINRIDGE ","831 CAMBRONS POINT ROAD , MCDANIELS , KY","7","10","2006",-86.4249784,37.6067229
"BRECKINRIDGE ","445  JACK CHAPPELL LANE  , WEBSTER , KY","5","21","2010",-86.3348886,37.9368326
"BRECKINRIDGE ","431 WILSONS WILDERNESS , WESTVIEW , KY","2","24","2005",-86.4298377,37.6708626
"BULLITT ","4086 KNOB CREEK RD , BROOKS , KY","6","15","2004",-85.8057051,38.0351021
"BULLITT ","353 SARVERS LN , BROOKS , KY","11","8","2005",-85.7097399,38.0735804
"BULLITT ","414 NEW ED QUICK RD , BROOKS , KY","11","8","2005",-85.7410422,38.0558607
"BULLITT ","780 SARVERS LANE , BROOKS , KY","5","31","2006",-85.7043601,38.0692807
"BULLITT ","353 SARVERS LANE , BROOKS , KY","5","11","2007",-85.7097399,38.0735804
"BULLITT ","545 NEW ED QUICK ROAD , BROOKS , KY","7","19","2007",-85.7409292,38.0560121
"BULLITT ","135  CENTER DRIVE  , BROOKS , KY","5","4","2009",-89.0141699,37.1025609
"BULLITT ","4368  KNOB CREEK ROAD  , BROOKS , KY","11","7","2013",-85.8046393,38.035675
"BULLITT ","452 PERKINS LANE , CLERMONT , KY","9","18","2006",-85.6502857,37.9281398
"BULLITT ","1091 HAPPY HOLLOW ROAD , CLERMONT , KY","3","14","2007",-85.6576717,37.9366571
"BULLITT ","737 DEERWOOD DRIVE , COXS CREEK , KY","5","14","2008",-85.5010957,37.9966584
"BULLITT ","189 LEES LN , HILLVIEW , KY","8","8","2004",-85.6697906,38.0784929
"BULLITT ","716 BROOKS HILL ROAD 327 , HILLVIEW , KY","9","28","2004",-85.7050988,38.0618877
"BULLITT ","119 GREENBRIAR LN , HILLVIEW , KY","1","12","2005",-85.6820346,38.0770779
"BULLITT ","136 WINSTON COURT , HILLVIEW , KY","1","17","2005",-85.6863204,38.0736546
"BULLITT ","3500 BLUE LICK E RD , HILLVIEW , KY","3","14","2006",-85.699822,38.0577669
"BULLITT ","315 BARRIEKS #36 ROAD , HILLVIEW , KY","6","15","2007",-85.701733,38.0802556
"BULLITT ","1411 NORTH OLD PRESTON HIGHWAY , HILLVIEW , KY","8","27","2008",-85.6693784,38.0764062
"BULLITT ","391 BARRICKS ROAD 252 , HILLVIEW , KY","11","5","2008",-85.7011322,38.0806141
"BULLITT ","198 BRIARWOOD LANE , HILLVIEW , KY","12","3","2008",-85.6740153,38.0764978
"BULLITT ","315 BARRICKS ROAD 113 , HILLVIEW , KY","12","12","2008",-85.701733,38.0802556
"BULLITT ","588 CHURCH ST , LEBANON JUNCTION , KY","3","4","2004",-85.7322341,37.8424408
"BULLITT ","450 WEST BEECH GROVE ROAD , LEBANON JUNCTION , KY","8","19","2004",-85.7629127,37.9357091
"BULLITT ","513 HIGHWAY 434 , LEBANON JUNCTION , KY","6","26","2008",-85.7349409,37.8350323
"BULLITT ","575  434 HIGHWAY  , LEBANON JUNCTION , KY","5","8","2009",-85.7349928,37.8350806
"BULLITT ","253  MARILYN WAY  , LEBANON JUNCTION , KY","5","11","2009",-85.718992,37.8971478
"BULLITT ","559  BELMONT ROAD  , LEBANON JUNCTION , KY","8","2","2010",-85.7080899,37.8959787
"BULLITT ","3212 HILLVIEW BOULEVARD , LOUISVILLE , KY","4","10","2008",-85.6887709,38.0782024
"BULLITT ","153 LINDA DR , MOUNT WASHINGTON , KY","8","7","2004",-85.5471977,38.0451329
"BULLITT ","171 RE CARDINAL , MOUNT WASHINGTON , KY","8","18","2005",-85.5845584,38.0131279
"BULLITT ","171 RED CARDINAL DRIVE , MOUNT WASHINGTON , KY","4","29","2006",-85.5845584,38.0131279
"BULLITT ","430 JOY , MOUNT WASHINGTON , KY","6","25","2006",-85.5325027,38.0602814
"BULLITT ","299 OWEN LANE , MOUNT WASHINGTON , KY","8","2","2006",-85.5687067,38.0656344
"BULLITT ","667 OLD MILL STREAM LANE , MOUNT WASHINGTON , KY","11","5","2007",-85.6413016,38.0099658
"BULLITT ","142  WINNING COLORS DRIVE 3 , MOUNT WASHINGTON , KY","4","22","2009",-85.5236194,38.0575408
"BULLITT ","374  GREENBRAIR ROAD  , MOUNT WASHINGTON , KY","5","28","2009",-85.587295,38.0368203
"BULLITT ","4807 GREYMOOR CT , PIONEER VILLAGE , KY","12","28","2005",-85.6784997,38.0686487
"BULLITT ","4086 KNOB CREEK ROAD , SHEPHERDSVILLE , KY","7","19","2004",-85.8119931,38.0312254
"BULLITT ","5687 HWY 44 W , SHEPHERDSVILLE , KY","8","12","2004",-85.811322,38.0104972
"BULLITT ","450 BEECHGROVE W RD , SHEPHERDSVILLE , KY","10","2","2004",-85.7629127,37.9357091
"BULLITT ","2952 DEATSVILLE ROAD , SHEPHERDSVILLE , KY","10","31","2004",-85.6253078,37.9721968
"BULLITT ","1551 MARTIN HILL RD , SHEPHERDSVILLE , KY","2","7","2005",-85.7930409,38.0099614
"BULLITT ","4505 ZONETON RD , SHEPHERDSVILLE , KY","2","15","2005",-85.6091634,38.067963
"BULLITT ","543 CHRISTMAN LN , SHEPHERDSVILLE , KY","3","1","2005",-85.6546395,38.0737585
"BULLITT ","170 LANDMARK CT 14 , SHEPHERDSVILLE , KY","7","2","2005",-85.7248631,38.0040884
"BULLITT ","760 MT. ELMIRA RD , SHEPHERDSVILLE , KY","12","27","2005",-85.7744038,38.0192693
"BULLITT ","190 EAGLE RD , SHEPHERDSVILLE , KY","1","21","2006",-85.766055,38.028379
"BULLITT ","695 BLUE LICK W RD 57 , SHEPHERDSVILLE , KY","2","15","2006",-85.7207471,38.0003778
"BULLITT ","3395 HIGHWAY 245 , SHEPHERDSVILLE , KY","5","1","2006",-85.6613532,37.924436
"BULLITT ","1348 WEST BLUE LICK ROAD , SHEPHERDSVILLE , KY","12","28","2006",-85.7252372,38.008958
"BULLITT ","315 WHITE RUN ROAD , SHEPHERDSVILLE , KY","9","18","2007",-85.6065066,37.9685614
"BULLITT ","165 NORTH BUCKMAN STREET , SHEPHERDSVILLE , KY","9","20","2007",-85.7110859,37.9996322
"BULLITT ","255 EAST LAUREL RIVER ROAD , SHEPHERDSVILLE , KY","4","29","2008",-85.6387677,38.0200925
"BULLITT ","190 HOWLETT DRIVE 6 , SHEPHERDSVILLE , KY","7","30","2008",-85.7284338,37.9940393
"BULLITT ","1299 WEST BLUE LICK ROAD , SHEPHERDSVILLE , KY","8","12","2008",-85.7249411,38.0084151
"BULLITT ","256 FOLEY ROAD , SHEPHERDSVILLE , KY","8","15","2008",-85.6382074,37.9762303
"BULLITT ","263 LICK CREEK ROAD , SHEPHERDSVILLE , KY","8","16","2008",-85.7283521,38.0262991
"BULLITT ","270 SAMPSON ROAD , SHEPHERDSVILLE , KY","8","27","2008",-85.7535167,37.9810497
"BULLITT ","256 FOLEY ROAD , SHEPHERDSVILLE , KY","9","4","2008",-85.6382074,37.9762303
"BULLITT ","300 CHERRY STREET 2 , SHEPHERDSVILLE , KY","9","23","2008",-85.7179669,37.9942282
"BULLITT ","340 OAKCREST DRIVE , SHEPHERDSVILLE , KY","12","4","2008",-85.7579541,38.0369428
"BULLITT ","8217 SOUTH PRESTON HIGHWAY  , SHEPHERDSVILLE , KY","4","6","2009",-85.6889041,38.0357123
"BULLITT ","3192 EAST HIGHWAY 44, SHEPHERDSVILLE , KY","4","22","2009",-85.6685368,38.0084365
"BULLITT ","2900  1020 HIGHWAY  , SHEPHERDSVILLE , KY","5","1","2009",-85.7054558,38.0246897
"BULLITT ","4471  ZONETON ROAD  , SHEPHERDSVILLE , KY","5","7","2009",-85.6092638,38.0680166
"BULLITT ","420  CASTLEMAN BRANCH ROAD  , SHEPHERDSVILLE , KY","5","18","2009",-85.766752,37.9963558
"BULLITT ","3000  CHAPESE LANE  , SHEPHERDSVILLE , KY","5","22","2009",-85.6658988,37.9244233
"BULLITT ","2100  BEECH GROVE ROAD  , SHEPHERDSVILLE , KY","1","1","2010",-85.716758,37.981528
"BULLITT ","340  OAKCREST DRIVE  , SHEPHERDSVILLE , KY","1","13","2010",-85.7579541,38.0369428
"BULLITT ","773  CHILLICOOP ROAD  , SHEPHERDSVILLE , KY","1","25","2010",-85.7425037,38.0138088
"BULLITT ","695 WEST BLUELICK ROAD  , SHEPHERDSVILLE , KY","1","28","2010",-85.7207471,38.0003778
"BULLITT ","1570  MARTIN HILL ROAD  , SHEPHERDSVILLE , KY","5","18","2010",-85.7937701,38.0106526
"BULLITT ","3828  WOODSDALE ROAD  , SHEPHERDSVILLE , KY","5","24","2010",-85.5675739,37.935479
"BULLITT ","351  OLD RIDGE ROAD  , SHEPHERDSVILLE , KY","6","7","2010",-85.6174822,37.9961519
"BULLITT ","149  BLUE BREEK ROAD  , SHEPHERDSVILLE , KY","9","13","2010",-85.7327128,38.0274921
"BULLITT ","228  PRYOR VALLEY ROAD  , SHEPHERDSVILLE , KY","7","7","2012",-85.723972,38.0210359
"BULLITT ","246 COX LANE , TAYLORSVILLE , KY","10","25","2007",-85.4892182,38.0616717
"BULLITT ","1945 KINGS CHURCH ROAD , TAYLORSVILLE , KY","6","2","2008",-85.4914945,38.0855125
"BULLITT ","11980 WEST HWY 44 2 , WEST POINT , KY","4","21","2008",-85.9066885,38.0182155
"BULLITT ","11984 WEST 44 HIGHWAY 5 , WEST POINT , KY","12","29","2008",-85.9066962,38.0182218
"BUTLER ","3780 N RD , MORGANTOWN , KY","2","26","2004",-86.5033044,36.9921986
"BUTLER ","3780 REGION N , MORGANTOWN , KY","2","26","2004",-86.6835998,37.2256023
"BUTLER ","995 GRANCER W RD , MORGANTOWN , KY","1","7","2005",-86.5592352,37.3375583
"BUTLER ","80 MORGAN E RD , MORGANTOWN , KY","3","1","2005",-86.651344,37.3413536
"BUTLER ","540 GUY ROAD , MORGANTOWN , KY","5","24","2006",-86.6494956,37.135548
"BUTLER ","3390 NORTH CANEYVILLE ROAD 4 , MORGANTOWN , KY","9","9","2008",-86.6606196,37.2983568
"BUTLER ","647  HOLSTON HOLLOW, MORGANTOWN , KY","7","12","2010",-86.7169369,37.3187787
"BUTLER ","6994 LOVE LEE RD , WELCHS CREEK , KY","3","25","2005",-86.5680397,37.3447716
"CALDWELL ","1006 DAWSON SPRINGS RD , PRINCETON , KY","7","27","2005",-87.7809864,37.2241218
"CALLOWAY ","216  SADDLEBROOK LANE  , ALMO , KY","3","9","2010",-88.3038638,36.7301174
"CALLOWAY ","4591  RADIO ROAD  , DEXTERVILLE , KY","3","10","2011",-84.2700179,37.8393332
"CALLOWAY ","200 FLEETWOOD CIR , MURRAY , KY","4","30","2004",-88.3091551,36.6338183
"CALLOWAY ","53 PARKSIDE DR , MURRAY , KY","5","29","2004",-88.08011,36.6479028
"CALLOWAY ","1626  HAMILTON AVENUE  , MURRAY , KY","9","14","2012",-88.3282883,36.6131517
"CALLOWAY ","  UTTERBACK ROAD , MURRAY , KY","8","9","2015",-88.3170825,36.6386973
"CALLOWAY ","392  NEWMAN ROAD  , NEW CONCORD , KY","4","21","2010",-88.0846825,36.5068124
"CAMPBELL ","842 ANN ST , NEWPORT , KY","6","13","2005",-84.4942003,39.086369
"CAMPBELL ","823  OVERTON ST STREET  , NEWPORT , KY","1","14","2014",-84.486927,39.091024
"CAMPBELL ","31-A  HILLSIDE AVENUE  , WILDER , KY","1","24","2010",-84.4817526,39.0604116
"CARLISLE ","190 APPLE TREE LN , ARLINGTON , KY","10","8","2004",-89.0094556,36.7924661
"CARLISLE ","116 4TH STREET , ARLINGTON , KY","5","23","2008",-89.0113244,36.7933457
"CARROLL ","219  MAIN ST STREET 2 , CARROLLTON , KY","1","18","2014",-85.1843626,38.6821184
"CARROLL ","2978 BLACK ROCK S RD , GHENT , KY","2","12","2006",-85.0146899,38.7240073
"CARTER ","36  STUMP RUN , GRAYSON , KY","4","13","2015",-83.0085189,38.3973724
"CARTER ","131  COLD SPRINGS ROAD 3 , OLIVE HILL , KY","4","28","2010",-83.1634439,38.3033422
"CARTER ","421  OAKLAND RIDGE  , OLIVE HILL , KY","4","29","2010",-83.1792852,38.3038621
"CARTER ","175  TOM T. HALL BOULEVARD 2A , OLIVE HILL , KY","9","16","2012",-83.1799705,38.2967334
"CARTER ","199  RACHEL STREET  , OLIVE HILL , KY","12","1","2012",-83.1871755,38.2934559
"CARTER ","  553 BIGRUN ROAD , OLIVE HILL , KY","10","27","2015",-83.199344,38.4107219
"CARTER ","15  HAMM LANE  , SOLDIER , KY","11","8","2010",-83.3133391,38.2671495
"CASEY ","172  OLD US 127 LOOP ROAD  , DUNNVILLE , KY","4","24","2010",-85.0092048,37.174117
"CASEY ","1369  CANTOWN ROAD  , LIBERTY , KY","5","21","2010",-84.9393979,37.3184064
"CASEY ","127  JR MURPHY ROAD  , LIBERTY , KY","7","22","2010",-84.980283,37.3885359
"CASEY ","130  DILLON  137 , LIBERTY , KY","7","3","2012",-84.9281951,37.3243899
"CHRISTIAN ","5705 OLD MADISONVILLE RD , CROFTON , KY","4","23","2004",-87.4806057,36.9876584
"CHRISTIAN ","75561 OLD PALESTINE RD , CROFTON , KY","2","23","2006",-87.54298,37.0105414
"CHRISTIAN ","1850 NORTH LEWIS HILL ROAD , CROFTON , KY","2","6","2008",-87.4741846,37.0645742
"CHRISTIAN ","2161 MANNINGTON LOOP , CROFTON , KY","12","31","2008",-87.4921831,37.115359
"CHRISTIAN ","314 ELTON DR , HOPKINSVILLE , KY","8","28","2005",-87.4887921,36.8507306
"CHRISTIAN ","2150 GREENVILLE ROAD , HOPKINSVILLE , KY","3","23","2006",-87.4634215,36.8742797
"CHRISTIAN ","1143 MAIN N ST , HOPKINSVILLE , KY","3","24","2006",-87.4808784,36.891713
"CHRISTIAN ","2340 QUAIL CLUB ROAD , HOPKINSVILLE , KY","2","4","2008",-87.4283269,36.882181
"CHRISTIAN ","1701 MANNINGTON LOOP ROAD , NORTONVILLE , KY","3","8","2008",-87.4920371,37.1155627
"CHRISTIAN ","250 EAST ARKANSAS AVENUE , OAK GROVE , KY","9","20","2008",-87.4114082,36.6678744
"CHRISTIAN ","555 BEEKER RD , PEMBROKE , KY","2","2","2004",-87.3210909,36.8409704
"CLARK ","27 EAST WASHINGTON AVENUE , WINCHESTER , KY","9","22","2006",-84.1747425,37.995015
"CLARK ","27 EAST WASHINGTON STREET , WINCHESTER , KY","9","30","2006",-84.1747425,37.995015
"CLARK ","321 SOUTH MAPLE STREET  , WINCHESTER , KY","1","9","2014",-84.1807767,37.9894164
"CLAY ","1217 KY 638 W , MANCHESTER , KY","1","31","2004",-83.7910854,37.173455
"CLAY ","331 TURBYFILL LN , MANCHESTER , KY","5","14","2005",-83.7618641,37.1537007
"CLAY ","60 RIDGE LN , MANCHESTER , KY","7","28","2005",-84.0194032,37.1117159
"CLAY ","1820 ROBINSON CRK ROAD , MANCHESTER , KY","2","12","2007",-83.8603274,37.2675969
"CLAY ","620 BELLES FORK ROAD , MANCHESTER , KY","6","5","2007",-83.6813582,37.1132037
"CLAY ","453 HACKER FORK ROAD , MANCHESTER , KY","8","16","2007",-83.6825972,37.1424963
"CLAY ","12900 SOUTH US 421 , MANCHESTER , KY","8","7","2008",-83.8186526,37.2675952
"CLAY ","15 NORTH HEAVENLY HEIGHTS ROAD , MANCHESTER , KY","10","2","2008",-83.7818683,37.1973098
"CLAY ","126  LYTTLETON ROAD  , MANCHESTER , KY","5","3","2010",-83.7580981,37.154169
