"COUNTY","FullAddress","STATE","Month","Date","Year","lon","lat"
"PITTSBURG ","45 EAST DANCING RABBIT ROAD  , MCALESTER , OK","OK",3,9,2013,-95.5902483,35.0308554
"PITTSBURG ","715 EAST CRISLER AVE AVENUE  , MCALESTER , OK","OK",3,16,2013,-95.7532763,34.9493476
"PITTSBURG ","103 EAST E CRISLER AVE, MCALESTER , OK","OK",1,9,2014,-95.7623293,34.9496043
"PITTSBURG ","521 WEST W PASTURE RD/E1370 RD  1 , MCALESTER , OK","OK",3,23,2014,-95.7620708,34.7389308
"PITTSBURG ","912 EAST MCARTHUR LN, MCALESTER , OK","OK",3,27,2014,-95.7612863,34.9093487
"PITTSBURG ","531 W ADAMS , MCALESTER , OK","OK",1,6,2015,-95.7770341,34.9372873
"PITTSBURG ","2622 NORTH ASH STREET  , PITTSBURG , OK","OK",1,26,2004,-95.764472,34.9544138
"PITTSBURG ","305 NORTH 1ST, QUINTON , OK","OK",2,16,2002,-95.3621641,35.1252843
"PITTSBURG ","911 EAST TENNESSEE, QUINTON , OK","OK",9,21,2011,-95.3710855,35.1228754
"PITTSBURG ","819 EAST DELAWARE, STUART , OK","OK",6,2,2010,-96.0988901,34.9014811
"PONTOTOC ","411 WEST MIAMI STREET  , ADA , OK","OK",3,24,2004,-96.6783449,34.774531
"PONTOTOC ","  1208 2ND N ST, ALLEN , OK","OK",6,9,2004,-96.4199076,34.8722286
"PONTOTOC ","  RURAL ROUTE 1  2432 , ALLEN , OK","OK",2,4,2011,-96.4125075,34.8789766
"PONTOTOC ","2  RURAL ROUTE 13 , STONEWALL , OK","OK",4,22,2001,-96.5261161,34.6525901
"PONTOTOC ","  7 DEVILS & ADAMSON  RD, STONEWALL , OK","OK",12,12,2004,-81.826041,36.1443203
"POTTAWATOMIE ","  1100 MISSISSIPPI S, EARLSBORO , OK","OK",2,9,2000,-96.8033538,35.2675733
"POTTAWATOMIE ","  1301 BERNARD  ST, MCLOUD , OK","OK",2,4,2000,-97.0914163,35.4358996
"POTTAWATOMIE ","  1300 SANDY CREEK, MCLOUD , OK","OK",9,17,2001,-97.1356866,35.3163894
"POTTAWATOMIE ","  3300 MISSISSIPPI N ST, MCLOUD , OK","OK",10,25,2001,-97.0914163,35.4358996
"POTTAWATOMIE ","315 WEST 2ND, SHAWNEE , OK","OK",1,26,2001,-97.0450417,35.3887218
"POTTAWATOMIE ","  29880 PARKWOOD  RD, SHAWNEE , OK","OK",5,31,2001,-97.126624,35.39218
"POTTAWATOMIE ","  13080 COUNTY LINE  RD, SHAWNEE , OK","OK",5,31,2001,-97.1420765,35.3370802
"POTTAWATOMIE ","  36 QUAILWOOD RUN, SHAWNEE , OK","OK",12,27,2001,-97.0819402,35.2559809
"POTTAWATOMIE ","  4411 SMOKING TREE, SHAWNEE , OK","OK",4,13,2002,-96.9408311,35.3750752
"POTTAWATOMIE ","  27 SEQUAYAH  ST, SHAWNEE , OK","OK",4,25,2002,-96.901427,35.34317
"POTTAWATOMIE ","  214 OAKLAND W ST, SHAWNEE , OK","OK",3,16,2003,-96.926711,35.324065
"POTTAWATOMIE ","  23 CONCORD, SHAWNEE , OK","OK",6,5,2003,-96.9380511,35.3699416
"POTTAWATOMIE ","  121 HIGH N, SHAWNEE , OK","OK",3,9,2006,-96.906196,35.3282
"POTTAWATOMIE ","  318 MINNESOTA S, TECUMSEH , OK","OK",2,25,2001,-96.917479,35.32351
"POTTAWATOMIE ","  632 CHAPMAN N ST, TECUMSEH , OK","OK",3,22,2001,-96.932612,35.335952
"POTTAWATOMIE ","  228 CENTER S, TECUMSEH , OK","OK",3,22,2001,-96.907454,35.324428
"POTTAWATOMIE ","  308 LOUISA S ST, TECUMSEH , OK","OK",4,16,2001,-96.928916,35.324325
"POTTAWATOMIE ","  220.5 LINCOLN S ST, TECUMSEH , OK","OK",10,30,2002,-96.9149417,35.3247846
"POTTAWATOMIE ","  13004 VALLEY VIEW  RD, TECUMSEH , OK","OK",10,30,2002,-96.9229636,35.2784237
"PUSHMATAHA ","  2 SENECA, ANTLERS , OK","OK",3,14,2005,-95.6202476,34.231212
"PUSHMATAHA ","  221 9TH E ST A, CLAYTON , OK","OK",8,24,2000,-103.1740936,36.4539271
"PUSHMATAHA ","15409 NORTH GADDY ROAD  , DAISY , OK","OK",11,15,2001,-95.7397033,34.5359314
"PUSHMATAHA ","  7 SPRING VALLEY  LN, RATTAN , OK","OK",2,18,2005,-95.4130177,34.2003805
"ROGERS ","  601 8TH SE ST, CATOOSA , OK","OK",11,3,2003,-95.8443559,36.1515462
"ROGERS ","  320 CLEARLOCK, CLAREMORE , OK","OK",6,1,2001,-95.61609,36.3125963
"ROGERS ","  19907 22ND E ST, CLAREMORE , OK","OK",6,18,2001,-95.619889,36.3302256
"ROGERS ","  504 RYAN W ST, CLAREMORE , OK","OK",6,25,2001,-95.61609,36.3125963
"ROGERS ","  15725 NETWON E ST, CLAREMORE , OK","OK",8,28,2001,-95.61609,36.3125963
"ROGERS ","20520 EAST PINE STREET  , CLAREMORE , OK","OK",4,19,2002,-95.5252092,36.4279488
"ROGERS ","215 EAST DENBO STREET  , CLAREMORE , OK","OK",4,26,2002,-95.61609,36.3125963
"ROGERS ","20520 EAST PINE STREET 3 , CLAREMORE , OK","OK",7,27,2002,-95.5252092,36.4279488
"ROGERS ","  313 EZZARD E ST, CLAREMORE , OK","OK",9,23,2002,-95.61609,36.3125963
"ROGERS ","  14292E 500 E RD, CLAREMORE , OK","OK",10,30,2002,-95.5750178,36.2927392
"ROGERS ","  1012 OSAGE N AVE, CLAREMORE , OK","OK",2,16,2003,-95.5977769,36.316927
"ROGERS ","  520 8TH E  LOT 4, CLAREMORE , OK","OK",3,3,2003,-95.6004735,36.3120486
"ROGERS ","  15910 41821 E RD, CLAREMORE , OK","OK",8,9,2003,-95.6080473,36.3056342
"ROGERS ","  23855 66 S HWY 210, CLAREMORE , OK","OK",9,13,2003,-95.6467363,36.2657032
"ROGERS ","  6911 4200 S RD, CLAREMORE , OK","OK",9,24,2003,-95.5253166,36.5135977
"ROGERS ","  19400 106TH NORTH E ST, CLAREMORE , OK","OK",3,20,2004,-95.4822478,36.3095352
"ROGERS ","  409 CHEROKEE N AVE, CLAREMORE , OK","OK",3,20,2004,-95.6120074,36.3148398
"ROGERS ","  6332 480 E RD 8, CLAREMORE , OK","OK",8,7,2004,-95.716534,36.321222
"ROGERS ","  304 LAVIRA N AVE, CLAREMORE , OK","OK",3,16,2006,-95.6016891,36.3094924
"ROGERS ","  1114 16TH W ST, CLAREMORE , OK","OK",5,14,2010,-95.622844,36.324196
"ROGERS ","  1326 QUARLES W ST, CLAREMORE , OK","OK",6,20,2010,-95.626611,36.314092
"ROGERS ","  900 BLUE STARR W DR 23, CLAREMORE , OK","OK",12,31,2010,-95.6184635,36.3223446
"ROGERS ","  2000 FREDERICK S RD H-11, COLLINSVILLE , OK","OK",8,17,2008,-95.8388766,36.3645384
"ROGERS ","  1000 WEWOKA S AVE, COLLINSVILLE , OK","OK",12,30,2008,-95.8388766,36.3645384
"ROGERS ","  417 FIRST E ST, INOLA , OK","OK",12,11,2001,-95.5158083,36.1496843
"ROGERS ","  2090 LYNN RIGGS S BLVD 44, INOLA , OK","OK",12,11,2001,-95.5094195,36.1512097
"ROGERS ","  10804 202ND EAST N AVE, INOLA , OK","OK",6,4,2002,-95.5094195,36.1512097
"ROGERS ","402 NORTH J. M. DAVIS BOULEVARD  , OWASSO , OK","OK",2,3,2003,-95.8547119,36.2695388
"ROGERS ","15304 SOUTH 4240 ROAD  , TALALA , OK","OK",7,12,2002,-95.6397411,36.5411379
"SEMINOLE ","12310 NORTH 152ND AVENUE  , EARLSBORO , OK","OK",3,18,2010,-96.8033538,35.2675733
"SEMINOLE ","12310  N 152ND E AVE, KONAWA , OK","OK",7,23,2001,-96.7527956,34.9595263
"SEMINOLE ","  19024 TRACY E RD, KONAWA , OK","OK",11,26,2003,-96.7527956,34.9595263
"SEMINOLE ","  18644 95TH E, SASAKWA , OK","OK",9,8,2003,-96.525289,34.9486951
"TULSA ","  7600 EAGLE  DR 204, BROKEN ARROW , OK","OK",2,4,2000,-95.8972583,35.9989861
"TULSA ","  15723 167TH E ST, BROKEN ARROW , OK","OK",2,4,2000,-95.8189076,35.9171491
"TULSA ","17272 SOUTH 91ST EAST AVENUE  , BROKEN ARROW , OK","OK",3,1,2000,-95.875228,35.91221
"TULSA ","16919 SOUTH MEMORIAL DRIVE  , BROKEN ARROW , OK","OK",3,11,2000,-95.8863801,35.9668543
"TULSA ","7500 SOUTH EAST 151ST STREET 58 , BROKEN ARROW , OK","OK",6,30,2000,-95.8776009,35.9446333
"TULSA ","13407 SOUTH 79TH E AVENUE  , BROKEN ARROW , OK","OK",11,11,2000,-95.8892383,35.9697443
"TULSA ","13402 SOUTH 75TH EAST AVENUE  , BROKEN ARROW , OK","OK",11,18,2000,-95.8929052,35.9692998
"TULSA ","305 EAST 2ND STREET  , BROKEN ARROW , OK","OK",12,21,2000,-95.7865233,36.0543901
"TULSA ","1052 EAST 121ST SOUTH STREET  , BROKEN ARROW , OK","OK",1,6,2001,-95.801394,35.9883651
"TULSA ","  326 8 S ST, BROKEN ARROW , OK","OK",1,6,2001,-95.7808359,36.049015
"TULSA ","  4332 ELM S ST, BROKEN ARROW , OK","OK",1,11,2001,-95.79606,36.008045
"TULSA ","  26302 51ST E ST, BROKEN ARROW , OK","OK",1,30,2001,-95.6832239,36.0898561
"TULSA ","  822 NORMAN W ST, BROKEN ARROW , OK","OK",3,18,2001,-95.8009809,36.066577
"TULSA ","  2800 LOUISVILLE E ST, BROKEN ARROW , OK","OK",7,5,2001,-95.7562192,36.0422146
"TULSA ","  28350 51ST E ST, BROKEN ARROW , OK","OK",7,5,2001,-95.6624293,36.0897609
"TULSA ","  303 9TH N  33, BROKEN ARROW , OK","OK",7,23,2001,-95.779026,36.0548829
"TULSA ","  1305 WACO W ST, BROKEN ARROW , OK","OK",8,9,2001,-95.805234,36.007912
"TULSA ","  116 CHESTNUT S AVE, BROKEN ARROW , OK","OK",9,23,2001,-95.817813,36.051725
"TULSA ","  2324 COMMERCIAL W ST, BROKEN ARROW , OK","OK",10,4,2001,-95.8274172,36.0515526
"TULSA ","  21240 46TH E ST, BROKEN ARROW , OK","OK",10,20,2001,-95.740331,36.096736
"TULSA ","  21441 47TH E ST, BROKEN ARROW , OK","OK",11,2,2001,-95.736469,36.0956441
"TULSA ","  2704 NORMAN E ST, BROKEN ARROW , OK","OK",1,1,2002,-95.756488,36.065515
"TULSA ","  808 IOLA W PL, BROKEN ARROW , OK","OK",2,25,2002,-95.799177,36.060164
"TULSA ","  905 ELGIN E ST, BROKEN ARROW , OK","OK",7,17,2002,-95.7783919,36.0552256
"TULSA ","  3105 217TH E S AVE, BROKEN ARROW , OK","OK",9,27,2002,-95.735298,36.118809
"TULSA ","  921 ELGIN E PL, BROKEN ARROW , OK","OK",10,21,2002,-95.777992,36.05572
"TULSA ","  107 WASHINGTON W ST 20, BROKEN ARROW , OK","OK",10,22,2002,-95.791298,36.031462
"TULSA ","  1907 LIONS S AVE, BROKEN ARROW , OK","OK",11,18,2002,-95.802599,36.030776
"TULSA ","  516 HOUSTON W ST, BROKEN ARROW , OK","OK",1,16,2003,-95.79646,36.046734
"TULSA ","  1214 28TH N ST, BROKEN ARROW , OK","OK",1,23,2003,-95.756337,36.064319
"TULSA ","  702 ELGIN E PL, BROKEN ARROW , OK","OK",2,21,2003,-95.782668,36.056652
"TULSA ","  721 VANDEVER W BLVD, BROKEN ARROW , OK","OK",2,21,2003,-95.799131,36.02634
"TULSA ","  9208 193RD EAST S AVE, BROKEN ARROW , OK","OK",3,25,2003,-95.762279,36.030414
"TULSA ","  712 VICKSBURG W ST, BROKEN ARROW , OK","OK",4,8,2003,-95.798866,36.010003
"TULSA ","  1301 YELLOW WOOD N AVE, BROKEN ARROW , OK","OK",5,10,2003,-95.7974526,36.060949
"TULSA ","  755 COMMERCIAL W ST, BROKEN ARROW , OK","OK",6,16,2003,-95.801967,36.050716
"TULSA ","  610 CEDAR N ST, BROKEN ARROW , OK","OK",7,22,2003,-95.794841,36.057853
"TULSA ","  913 ASH S AVE, BROKEN ARROW , OK","OK",11,5,2003,-95.7918804,36.0441616
"TULSA ","  210 JACKSON W ST, BROKEN ARROW , OK","OK",12,3,2003,-95.792545,36.044721
"TULSA ","  5611 JUNIPER S PL, BROKEN ARROW , OK","OK",1,23,2004,-95.804164,35.995743
"TULSA ","  1018 WESLEY  DR, BROKEN ARROW , OK","OK",4,1,2004,-95.778581,36.052877
"TULSA ","  310 7TH S ST, BROKEN ARROW , OK","OK",1,30,2005,-95.781851,36.049621
"TULSA ","  2716 NARCISSUS S AVE, BROKEN ARROW , OK","OK",4,6,2005,-95.807124,36.0216909
"TULSA ","  218 CEDAR N AVE, BROKEN ARROW , OK","OK",3,5,2006,-95.79474,36.054082
"TULSA ","  1204 29TH S ST, BROKEN ARROW , OK","OK",8,22,2006,-95.755525,36.041178
"TULSA ","  310 7TH S ST, BROKEN ARROW , OK","OK",9,10,2006,-95.781851,36.049621
"TULSA ","  303 1/2 COMMERCIAL E ST A, BROKEN ARROW , OK","OK",4,22,2007,-95.7876162,36.0511211
"TULSA ","  1600 5TH S ST, BROKEN ARROW , OK","OK",9,26,2007,-95.784614,36.03902
"TULSA ","  400 CHARLESTON W ST, BROKEN ARROW , OK","OK",10,16,2008,-95.794693,36.0055679
"TULSA ","  1609 HICKORY S AVE, BROKEN ARROW , OK","OK",1,23,2009,-95.8021647,36.0689332
"TULSA ","  527 GALVESTON W ST, BROKEN ARROW , OK","OK",3,31,2009,-95.796875,36.047139
"TULSA ","  1509 VANDALIA W ST, BROKEN ARROW , OK","OK",5,6,2009,-95.807263,36.0322109
"TULSA ","  316 MEMPHIS W ST, BROKEN ARROW , OK","OK",10,16,2009,-95.795097,36.042568
"TULSA ","701 NORTH 14TH STREET  , BROKEN ARROW , OK","OK",10,25,2009,-95.7726144,36.059602
"TULSA ","301 EAST WACO PLACE  , BROKEN ARROW , OK","OK",10,28,2009,-95.786502,36.0076836
"TULSA ","913 WEST FREDERICKSBURG STREET  , BROKEN ARROW , OK","OK",1,10,2010,-95.800496,35.977041
"TULSA ","407 EAST WASHINGTON STREET  , BROKEN ARROW , OK","OK",1,25,2010,-95.7823863,36.0319279
"TULSA ","218 WEST HOUSTON STREET  , BROKEN ARROW , OK","OK",4,20,2010,-95.792774,36.046704
"TULSA ","1101 WEST DECATUR, BROKEN ARROW , OK","OK",8,9,2010,-95.8072532,35.9816485
"TULSA ","001 SOUTH 95TH EAST AVENUE  , BROKEN ARROW , OK","OK",11,13,2010,-95.8704422,35.9622288
"TULSA ","313 WEST MEMPHIS, BROKEN ARROW , OK","OK",3,18,2011,-95.794886,36.041928
"TULSA ","1308 NORTH FERN AVENUE  , BROKEN ARROW , OK","OK",8,1,2011,-95.799207,36.06769
"TULSA ","4910 SOUTH HICKORY AVENUE  , BROKEN ARROW , OK","OK",7,8,2012,-95.801626,36.001188
"TULSA ","1308 SOUTH 30TH STREET  , COLLINSVILLE , OK","OK",4,19,2001,-95.8388766,36.3645384
"TULSA ","1774 SOUTH POPLAR AVENUE  , COLLINSVILLE , OK","OK",10,10,2001,-88.8804603,32.4621478
"TULSA ","417  CARLYEL, COLLINSVILLE , OK","OK",3,8,2004,-95.8388766,36.3645384
"TULSA ","4511 SOUTH GUM AVENUE  , COLLINSVILLE , OK","OK",1,11,2006,-95.8388766,36.3645384
"TULSA ","2316 WEST QUINCY STREET  , COLLINSVILLE , OK","OK",5,5,2006,-86.6255532,39.4890902
"TULSA ","303 WEST FORT WORTH STREET  , COLLINSVILLE , OK","OK",6,23,2006,-95.8388766,36.3645384
"TULSA ","508 EAST MADISON STREET J , COLLINSVILLE , OK","OK",9,17,2006,-85.374067,38.737842
"TULSA ","1405 SOUTH NARCISSUS AVENUE  , COLLINSVILLE , OK","OK",10,29,2009,-95.8388766,36.3645384
"TULSA ","1405 SOUTH NARCISSUS AVENUE  , COLLINSVILLE , OK","OK",10,29,2009,-95.8388766,36.3645384
"TULSA ","301 EAST GREELY STREET  , COLLINSVILLE , OK","OK",9,1,2010,-95.8388766,36.3645384
"TULSA ","  804 12TH S ST, COLLINSVILLE , OK","OK",9,20,2010,-95.8391488,36.3572277
"TULSA ","  620 CENTER E ST, COLLINSVILLE , OK","OK",10,1,2010,-95.818551,36.363221
"TULSA ","  13090 91ST EAST N, GLENPOOL , OK","OK",10,11,2001,-95.9990052,35.9699981
"TULSA ","  2335 BROADWAY W, GLENPOOL , OK","OK",11,12,2002,-96.066014,35.9432676
"TULSA ","11601 EAST 126TH STREET  , GLENPOOL , OK","OK",11,12,2002,-96.0066388,35.9538586
"TULSA ","1411 EAST E 145TH ST STREET  , GLENPOOL , OK","OK",1,7,2014,-95.985995,35.955418
"TULSA ","13195 EAST 129TH PLACE N PLACE  , JENKS , OK","OK",3,27,2001,-95.8866038,35.9761197
"TULSA ","1612 WEST OAK STREET  , JENKS , OK","OK",11,30,2001,-96.0355204,35.99248
"TULSA ","119 SOUTH 9TH STREET  , JENKS , OK","OK",3,10,2002,-95.9601269,36.023177
"TULSA ","1210 WEST WALNUT, JENKS , OK","OK",8,28,2004,-95.9837256,36.0247949
"TULSA ","732 EAST SPRING STREET  , JENKS , OK","OK",7,19,2009,-95.9683278,36.0228734
"TULSA ","13804 NORTH 86TH EAST AVENUE  , JENKS , OK","OK",10,15,2009,-95.8813359,35.9676495
"TULSA ","721 WEST SPRING STREET  , JENKS , OK","OK",12,7,2010,-95.9683278,36.0228734
"TULSA ","  3939 161ST E ST, MANNFORD , OK","OK",6,28,2000,-96.2617164,36.0755769
"TULSA ","  13940 ZENITH, OAKHURST , OK","OK",1,3,2006,-96.0171667,36.1021329
"TULSA ","  14489 26TH WEST S AVE, OAKHURST , OK","OK",7,25,2011,-96.0217173,36.0464904
"TULSA ","  814 BEAVER E ST, OWASSO , OK","OK",1,14,2002,-95.8547119,36.2695388
"TULSA ","  2121 111TH SOUTH W ST, OWASSO , OK","OK",1,18,2003,-95.8504768,36.351216
"TULSA ","  1022 G W ST, OWASSO , OK","OK",7,22,2003,-95.8182907,36.3611908
"TULSA ","  517 6TH N ST, OWASSO , OK","OK",10,24,2005,-95.8509888,36.2731263
"TULSA ","411 EAST BEAVER STREET  , OWASSO , OK","OK",10,24,2005,-95.8547119,36.2695388
"TULSA ","8734 SOUTH PEORIA AVENUE  , OWASSO , OK","OK",10,24,2005,-95.9767979,36.0706652
"TULSA ","1022 WEST 94TH STREET  , OWASSO , OK","OK",4,15,2009,-95.7681869,36.2889525
"TULSA ","  6201 60TH W ST, OWASSO , OK","OK",2,14,2011,-95.8191949,36.2399128
"TULSA ","6019 SOUTH 62ND WEST AVENUE  , SAND SPRINGS , OK","OK",4,5,2000,-96.0620604,36.0767792
"TULSA ","  401 DOGWOOD S ST B, SAND SPRINGS , OK","OK",4,5,2000,-96.108891,36.1398102
"TULSA ","  7102 129TH N AVE, SAND SPRINGS , OK","OK",8,24,2000,-96.1369316,36.0963028
"TULSA ","  8623 77TH EAST N AVE, SAND SPRINGS , OK","OK",9,27,2000,-96.0741728,36.0554728
"TULSA ","  11509 112 E PL, SAND SPRINGS , OK","OK",10,26,2000,-96.1172414,36.0788179
"TULSA ","  11509 112TH E PL, SAND SPRINGS , OK","OK",11,15,2000,-96.1172414,36.0788179
"TULSA ","  11509 112TH PL. NORTH E, SAND SPRINGS , OK","OK",11,6,2001,-96.1172414,36.0788179
"TULSA ","701 NORTH BIRCH STREET  , SAND SPRINGS , OK","OK",2,7,2002,-96.099906,36.144881
"TULSA ","402 SOUTH CEDAR STREET  , SAND SPRINGS , OK","OK",3,1,2002,-96.2407217,36.2245524
"TULSA ","9911 EAST 120TH N. STREET  , SAND SPRINGS , OK","OK",4,7,2002,-96.1272396,36.0678037
"TULSA ","  4534 225TH W S AVE, SAND SPRINGS , OK","OK",5,19,2002,-96.2439851,36.0999419
"TULSA ","  2200 CAMPBELL CREEK S RD 25, SAND SPRINGS , OK","OK",6,24,2002,-96.2228474,36.1324238
"TULSA ","  3809 225 WEST S AVE, SAND SPRINGS , OK","OK",5,29,2003,-96.242795,36.108794
"TULSA ","  1200 WILLOW N, SAND SPRINGS , OK","OK",12,1,2003,-96.14186,36.153081
"TULSA ","  523 WILSON N, SAND SPRINGS , OK","OK",1,31,2005,-96.114936,36.143199
"TULSA ","  3700 257 WEST S AVE, SAND SPRINGS , OK","OK",10,26,2008,-96.2797668,36.0956747
"TULSA ","  5119 227TH WEST S AVE, SAND SPRINGS , OK","OK",11,26,2008,-96.245648,36.089384
"TULSA ","  827 VALLEY  DR, SAND SPRINGS , OK","OK",12,17,2008,-96.120408,36.146883
"TULSA ","  605 PRATTWOOD S CIR, SAND SPRINGS , OK","OK",3,10,2009,-96.133707,36.116795
"TULSA ","  137 MORROW W RD, SAND SPRINGS , OK","OK",4,12,2009,-96.1139336,36.1336149
"TULSA ","  3301 115TH WEST S AVE, SAND SPRINGS , OK","OK",4,13,2009,-96.1208578,36.1177432
"TULSA ","  1029 VALLEY N DR, SAND SPRINGS , OK","OK",6,3,2009,-96.119881,36.152151
"TULSA ","  4825 NASSAU S CIR, SAND SPRINGS , OK","OK",9,10,2009,-96.132867,36.095649
"TULSA ","  99 PECAN W, SAND SPRINGS , OK","OK",9,24,2009,-96.1265569,36.2415869
"TULSA ","113 WEST 54TH STREET  , SAND SPRINGS , OK","OK",11,28,2009,-96.1217232,36.0855842
"TULSA ","869 SOUTH LONG STREET  , SAND SPRINGS , OK","OK",1,26,2010,-96.125725,36.138714
"TULSA ","21215 WEST 51 HIGHWAY  , SAND SPRINGS , OK","OK",3,6,2010,-96.2305321,36.1339163
"TULSA ","218 NORTH GRANT AVENUE 6 , SAND SPRINGS , OK","OK",4,25,2010,-96.116766,36.139413
"TULSA ","4018 SOUTH RAWSON ROAD  , SAND SPRINGS , OK","OK",5,11,2010,-96.111411,36.105624
"TULSA ","100 WEST 55TH STREET  , SAND SPRINGS , OK","OK",5,20,2010,-96.1213575,36.0842284
"TULSA ","113 WEST 54TH, SAND SPRINGS , OK","OK",1,2,2011,-96.1217232,36.0855842
"TULSA ","14 EAST 7TH STREET  , SAND SPRINGS , OK","OK",7,19,2011,-96.1100877,36.1447957
"TULSA ","916 NORTH FRANKLIN AVENUE  , SAND SPRINGS , OK","OK",7,25,2011,-96.117928,36.147808
"TULSA ","1010 NORTH WILSON AVENUE  , SAND SPRINGS , OK","OK",9,1,2011,-96.11565,36.148908
"TULSA ","308 NORTH GRANT AVENUE  , SAND SPRINGS , OK","OK",9,8,2011,-96.116764,36.140174
"TULSA ","110  54TH PLACE  , SAND SPRINGS , OK","OK",9,11,2011,-96.1220773,36.0848649
"TULSA ","1220 EAST 9TH STREET  , SAND SPRINGS , OK","OK",9,14,2011,-96.09168,36.14689
"TULSA ","621 NORTH TERRACE DRIVE , SAND SPRINGS , OK","OK",2,5,2012,-96.1265996,36.1466463
"TULSA ","13003 WEST 56TH STREET , SAND SPRINGS , OK","OK",2,15,2012,-96.1374744,36.082941
"TULSA ","4310  SUNBURST WEST, SAND SPRINGS , OK","OK",4,8,2013,-96.1360589,36.10266
"TULSA ","4818 SOUTH GRENADA DRIVE  , SKIATOOK , OK","OK",10,30,2002,-96.0013847,36.3684245
"TULSA ","214 NORTH WALNUT CREEK DRIVE  , SKIATOOK , OK","OK",2,8,2009,-96.0326444,36.3851967
"TULSA ","505 WEST BROADWAY STREET  , SKIATOOK , OK","OK",3,15,2009,-95.9995205,36.3646542
"TULSA ","613 NORTH ROOSEVELT AVENUE A , SKIATOOK , OK","OK",5,3,2009,-96.0013847,36.3684245
"TULSA ","506 NORTH INDUSTRIAL AVENUE  , SKIATOOK , OK","OK",1,5,2010,-96.0013847,36.3684245
"TULSA ","314 NORTH WASHINGTON  9 , SKIATOOK , OK","OK",1,7,2011,-95.9203693,36.4382009
"TULSA ","3425 SOUTH 75TH WEST AVENUE  , SPERRY , OK","OK",2,20,2003,-95.963649,36.2622482
"TULSA ","106 NORTH GRANT AVENUE  , SPERRY , OK","OK",8,1,2003,-95.991386,36.2973134
"TULSA ","916 NORTH GRANT AVENUE  , SPERRY , OK","OK",11,26,2008,-95.991386,36.2973134
"TULSA ","1206 NORTH MAIN STREET  , SPERRY , OK","OK",1,24,2010,-95.996237,36.2464288
"TULSA ","109 NORTH 136 STREET  , TUCKER , OK","OK",2,14,2011,-94.5041207,35.2333419
"TULSA ","101 EAST 1ST STREET  , TULSA , OK","OK",1,4,2000,-95.990943,36.1557248
"TULSA ","18424 NORTH LEWIS, TULSA , OK","OK",1,4,2000,-95.9583548,36.2495371
"TULSA ","803 EAST 4TH STREET  , TULSA , OK","OK",1,5,2000,-95.9820194,36.1557301
"TULSA ","  8112 HARVARD N AVE, TULSA , OK","OK",1,16,2000,-95.9378491,36.2726604
"TULSA ","  304 2ND N, TULSA , OK","OK",1,21,2000,-95.9875356,36.1555885
"TULSA ","309 SOUTH CINCINNATI AVENUE  , TULSA , OK","OK",1,23,2000,-95.9886549,36.1541481
"TULSA ","310 WEST 90TH PLACE  , TULSA , OK","OK",1,27,2000,-95.9979818,36.2852133
"TULSA ","8500 NORTH LEWIS AVENUE  , TULSA , OK","OK",1,28,2000,-95.9559055,36.257703
"TULSA ","1803 WEST 57TH PLACE  , TULSA , OK","OK",2,2,2000,-96.012607,36.081073
"TULSA ","1832 NORTH COLUMBIA PLACE  , TULSA , OK","OK",2,3,2000,-95.950992,36.1818576
"TULSA ","  2156 29 NORTH E ST, TULSA , OK","OK",2,4,2000,-95.960297,36.194965
"TULSA ","  8231 77 EAST S AVE 1135, TULSA , OK","OK",2,8,2000,-95.8885955,36.0423726
"TULSA ","  3106 26 E ST, TULSA , OK","OK",2,8,2000,-95.944659,36.125769
"TULSA ","  609 PEORIA S AVE, TULSA , OK","OK",2,17,2000,-95.9751806,36.1517329
"TULSA ","  6315 22 W ST, TULSA , OK","OK",2,22,2000,-96.063678,36.131874
"TULSA ","  6500 8 W ST, TULSA , OK","OK",2,23,2000,-95.9045531,36.1506403
"TULSA ","  4109 34TH WEST S, TULSA , OK","OK",2,23,2000,-96.030353,36.104117
"TULSA ","  9747 12 E ST, TULSA , OK","OK",2,26,2000,-95.8672073,36.1461945
"TULSA ","  8923 19 E ST, TULSA , OK","OK",4,26,2000,-95.8777646,36.1352978
"TULSA ","  848 92 N AVE, TULSA , OK","OK",6,23,2000,-95.8733907,36.1667662
"TULSA ","  9031 DELAWARE S  703, TULSA , OK","OK",6,28,2000,-95.948334,36.033036
"TULSA ","  12014 22 E PL, TULSA , OK","OK",7,4,2000,-95.842067,36.130792
"TULSA ","  4431 31 E  102, TULSA , OK","OK",10,12,2000,-95.9275491,36.1188406
"TULSA ","  9417 38 E ST, TULSA , OK","OK",10,30,2000,-95.87033,36.109191
"TULSA ","  6384 11TH W PL, TULSA , OK","OK",11,11,2000,-95.8750604,36.0300006
"TULSA ","  2900 TOLEDO N, TULSA , OK","OK",11,12,2000,-95.9269426,36.2028184
"TULSA ","  6618 LATIMER E PL, TULSA , OK","OK",12,4,2000,-95.901804,36.1711276
"TULSA ","  722 WACO N AVE, TULSA , OK","OK",1,4,2001,-96.0138203,36.1649192
"TULSA ","  10513 ADMIRAL E BLVD, TULSA , OK","OK",1,9,2001,-95.859984,36.159837
"TULSA ","  5937 67TH WEST S AVE, TULSA , OK","OK",1,16,2001,-95.9014576,36.0773201
"TULSA ","  12303 ARCHER E  E, TULSA , OK","OK",1,16,2001,-95.840971,36.1631518
"TULSA ","  20 30 WEST N AVE, TULSA , OK","OK",1,25,2001,-96.026284,36.155913
