"COUNTY","FullAddress","Month","Date","Year","lon","lat"
"CHEROKEE ","11238 10TH SW ST , BAXTER SPRINGS , KS","2","11","2004",-97.154609,37.702536
"CHEROKEE ","11499 10TH SE ST , BAXTER SPRINGS , KS","5","1","2004",-97.154609,37.702536
"CHEROKEE ","5214 SOUTHWEST 166 HIGHWAY , BAXTER SPRINGS , KS","4","18","2006",-97.175011,37.675359
"CHEROKEE ","429 CHEROKEE AVENUE , BAXTER SPRINGS , KS","8","12","2006",-97.162881,37.676466
"CHEROKEE ","871 SOUTHEAST STAR ROAD , BAXTER SPRINGS , KS","9","24","2008",-97.171258,37.679642
"CHEROKEE ","10430 SOUTHEAST 90, BAXTER SPRINGS , KS","6","29","2009",-97.171295,37.664866
"CHEROKEE ","1041  CLEVELAND, BAXTER SPRINGS , KS","7","1","2013",-97.171358,37.671621
"CHEROKEE ","7366 BEAVER SE DR , COLUMBUS , KS","12","7","2004",-94.77592,37.452852
"CHEROKEE ","511 EAST BUCKEYE STREET , COLUMBUS , KS","12","23","2006",-94.83705,37.175256
"CHEROKEE ","5495 SOUTHWEST 50TH STREET , COLUMBUS , KS","3","25","2007",-94.922529,37.098167
"CHEROKEE ","1583 SOUTHEAST 60TH STREET , COLUMBUS , KS","6","1","2007",-94.72259,37.148513
"CHEROKEE ","425 NORTH RAILROAD AVENUE , COLUMBUS , KS","9","24","2008",-94.83735,37.174353
"CHEROKEE ","5214 SOUTHEAST 166 AVENUE , COLUMBUS , KS","9","24","2008",-94.922415,37.031729
"CHEROKEE ","606 SOUTH WASHINGTON STREET  , COLUMBUS , KS","8","3","2010",-94.85615,37.168115
"CHEROKEE ","220 WINSDOR ST , GALENA , KS","1","14","2004",-94.63967,37.0759
"CHEROKEE ","7927 WATERMELON SE LN , GALENA , KS","1","14","2004",-94.686707,37.047907
"CHEROKEE ","1817 GALENA AVE , GALENA , KS","3","29","2004",-94.636648,37.064033
"CHEROKEE ","1914 JOPLIN ST , GALENA , KS","5","9","2004",-94.63804,37.062789
"CHEROKEE ","5069 112TH SE DR , GALENA , KS","6","23","2004",-94.627606,37.10208
"CHEROKEE ","2715 WOOD S ST , GALENA , KS","4","27","2005",-94.631134,37.052555
"CHEROKEE ","315 10TH W , GALENA , KS","5","26","2005",-94.641464,37.072335
"CHEROKEE ","9834 STAR ROAD , GALENA , KS","2","21","2008",-94.635091,37.017316
"CHEROKEE ","108 WEST EMPIRE STREET , GALENA , KS","2","27","2008",-94.640037,37.089298
"CHEROKEE ","5069 SOUTHEAST 112TH TERRACE , GALENA , KS","3","31","2008",-94.627606,37.10208
"CHEROKEE ","315 EAST 9 STREET , GALENA , KS","4","16","2008",-94.637002,37.073314
"CHEROKEE ","1628 ROOSEVELT DRIVE , GALENA , KS","5","13","2008",-94.62145,37.080405
"CHEROKEE ","8217 SOUTHEAST GRAPE LANE , GALENA , KS","6","9","2008",-94.680565,37.045346
"CHEROKEE ","10324 SOUTHEAST 99TH DRIVE , GALENA , KS","9","19","2008",-94.6503,37.025075
"CHEROKEE ","702  MAIN, GALENA , KS","6","29","2009",-94.639282,37.074901
"CHEROKEE ","595  SCHERMERHORN ROAD  , GALENA , KS","4","23","2010",-94.649707,37.076136
"CHEROKEE ","2725 SOUTH WOOD STREET  , GALENA , KS","5","17","2010",-94.631285,37.052577
"CHEROKEE ","1215  BAKER, GALENA , KS","2","23","2012",-94.622264,37.070216
"CHEROKEE ","719  EUCLID AVENUE  , GALENA , KS","8","10","2012",-94.628043,37.074635
"CHEROKEE ","602 1ST E ST , SCAMMON , KS","3","18","2004",-94.823072,37.275821
"CHEROKEE ","605 ALLEY N , SCAMMON , KS","3","23","2004",-94.828372,37.279825
"CHEROKEE ","711 3RD E , SCAMMON , KS","1","17","2006",-94.815248,37.277614
"CHEROKEE ","2037 NORTHWEST CHICKADEE LANE  , SCAMMON , KS","1","26","2010",-94.869078,37.274114
"CHEROKEE ","201 NORTH MAIN, SCAMMON , KS","7","25","2011",-94.823072,37.275821
"CHEROKEE ","302 LUCKY AVENUE , TREECE , KS","9","25","2008",-94.844415,37.000832
"CHEROKEE ","201 FORREST E , WEIR , KS","5","25","2004",-94.773489,37.310986
"CHEROKEE ","409 GRANT S , WEIR , KS","6","1","2004",-94.767621,37.307484
"CHEROKEE ","402 PINE E ST , WEIR , KS","7","1","2005",-94.767558,37.309098
"CHEROKEE ","5285 NORTHEAST HIGHWAY 103 , WEIR , KS","10","20","2007",-94.736768,37.309881
"CHEROKEE ","5200 NORTHEAST COAL VALLEY ROAD , WEIR , KS","2","25","2008",-94.734535,37.324283
"CHEROKEE ","205 EAST PINE STREET , WEIR , KS","6","27","2008",-94.770638,37.309265
"CHEROKEE ","5285 NORTHEAST HIGHWAY 103, WEIR , KS","3","11","2010",-94.736768,37.309881
"CHEROKEE ","5285 NORTHEAST 103 HIGHWAY , , KS","2","28","2008",-98.50063,38.50029
"CHEYENNE ","321 FIRST W ST , SAINT FRANCIS , KS","4","16","2004",-101.798623,39.770978
"CHEYENNE ","408 SOUTH COLLEGE, SAINT FRANCIS , KS","2","23","2010",-101.795945,39.770559
"CHEYENNE ","RR 2 44 , , KS","2","22","2005",-98.50063,38.50029
"CLAY ","710 7TH ST , CLAY CENTER , KS","7","27","2004",-97.122619,39.37631
"CLAY ","916 4TH , CLAY CENTER , KS","7","27","2004",-97.12835,39.378533
"CLOUD ","2923 PLUM , CLYDE , KS","4","5","2006",-97.384216,39.538373
"CLOUD ","615 ELM , JAMESTOWN , KS","4","16","2005",-97.861011,39.597309
"COFFEY ","318 REED , GRIDLEY , KS","3","7","2005",-95.88041,38.098393
"COFFEY ","409 EAST KELLY STREET , WAVERLY , KS","4","30","2007",-95.598949,38.393414
"COMANCHE ","107 WEST MAIN STREET , PROTECTION , KS","1","30","2008",-99.484157,37.200734
"COMANCHE ","615 W 1ST STREET , COLDWATER , KS","9","17","2015",-99.33207,37.268957
"COWLEY ","1124 1ST N , ARKANSAS CITY , KS","1","13","2004",-97.148046,37.044504
"COWLEY ","23761 61ST RD , ARKANSAS CITY , KS","6","18","2004",-97.040618,37.143363
"COWLEY ","512 OAK W ST , ARKANSAS CITY , KS","9","17","2004",-97.046861,37.081479
"COWLEY ","1014 FIRST N ST , ARKANSAS CITY , KS","11","9","2004",-97.039952,37.073529
"COWLEY ","716 SOUTH 1ST STREET , ARKANSAS CITY , KS","1","8","2005",-97.039747,37.055188
"COWLEY ","215 1ST S , ARKANSAS CITY , KS","5","14","2005",-97.040369,37.060954
"COWLEY ","904 8TH N ST , ARKANSAS CITY , KS","12","21","2005",-97.048911,37.07201
"COWLEY ","1413 NORTH 1ST STREET , ARKANSAS CITY , KS","4","13","2006",-97.041266,37.078314
"COWLEY ","1601 WEST KANSAS AVENUE  , ARKANSAS CITY , KS","4","8","2009",-97.058803,37.077987
"COWLEY ","200 BL SOUTH 8TH STREET  , ARKANSAS CITY , KS","4","8","2009",-97.048901,37.063521
"COWLEY ","1116 NORTH 1ST STREET  , ARKANSAS CITY , KS","8","11","2011",-97.039954,37.074589
"COWLEY ","16126  151ST ROAD , WINFIELD , KS","5","14","2015",-96.879612,37.258854
"CRAWFORD ","103 WEST VIEW STREET , ARMA , KS","6","25","2008",-94.705625,37.541212
"CRAWFORD ","107 10TH W ST , FRANKLIN , KS","7","29","2004",-94.705073,37.518534
"CRAWFORD ","301 SOUTH CHURCH STREET , FRANKLIN , KS","12","22","2006",-94.701492,37.525908
"CRAWFORD ","4091 1/2 MT. CARMEL RD , FRONTENAC , KS","2","17","2004",-94.695708,37.454146
"CRAWFORD ","109 WRIGHT S , FRONTENAC , KS","8","14","2004",-94.696498,37.454843
"CRAWFORD ","4091 S MT CARMEL , FRONTENAC , KS","2","19","2015",-94.695737,37.447714
"CRAWFORD ","989 EAST 640TH AVENUE  , MULBERRY , KS","4","24","2010",-94.669249,37.54281
"CRAWFORD ","613 S FULTON , MULBERRY , KS","1","4","2016",-94.667762,37.55168
"CRAWFORD ","609 9TH E , PITTSBURG , KS","1","13","2004",-94.697577,37.416113
"CRAWFORD ","1213 8TH E , PITTSBURG , KS","1","28","2004",-94.68506,37.414976
"CRAWFORD ","2601 NORTH JOPLIN STREET N6 , PITTSBURG , KS","2","10","2004",-94.700347,37.431593
"CRAWFORD ","907 TAYLOR N , PITTSBURG , KS","2","13","2004",-94.692354,37.384927
"CRAWFORD ","412 23RD E , PITTSBURG , KS","2","16","2004",-94.700123,37.428575
"CRAWFORD ","4023 PARKVIEW DRIVE , PITTSBURG , KS","4","1","2004",-94.705095,37.445157
"CRAWFORD ","2101 TIMBERLANE , PITTSBURG , KS","12","20","2004",-94.750757,37.413464
"CRAWFORD ","1502 BROADWAY N ST , PITTSBURG , KS","1","12","2005",-94.704937,37.422116
"CRAWFORD ","412 23RD E ST , PITTSBURG , KS","3","21","2005",-94.700123,37.428575
"CRAWFORD ","1913 JFK ST , PITTSBURG , KS","5","27","2005",-94.70496,37.41088
"CRAWFORD ","2101 TIMBERLAKE RD , PITTSBURG , KS","6","2","2005",-94.750757,37.413464
"CRAWFORD ","119 DEVONNA , PITTSBURG , KS","4","23","2006",-94.739013,37.397837
"CRAWFORD ","609 WEST MARTIN STREET , PITTSBURG , KS","9","7","2007",-94.709949,37.403791
"CRAWFORD ","1411 NORTH MICHIGAN STREET , PITTSBURG , KS","11","20","2007",-94.695884,37.42662
"CRAWFORD ","18 4TH STREET CIRCLE , PITTSBURG , KS","12","7","2007",-94.715993,37.412137
"CRAWFORD ","612 EAST 10TH STREET , PITTSBURG , KS","1","17","2008",-94.697531,37.416953
"CRAWFORD ","1409 NORTH GRAND STREET , PITTSBURG , KS","1","24","2008",-94.699055,37.420285
"CRAWFORD ","1804 NORTH SMELTER STREET , PITTSBURG , KS","4","30","2008",-94.697548,37.424077
"CRAWFORD ","1119 SOUTH BROADWAY STREET  , PITTSBURG , KS","3","5","2010",-94.704915,37.398365
"CRAWFORD ","943 SOUTH 190TH STREET  , PITTSBURG , KS","7","27","2010",-94.760062,37.390413
"CRAWFORD ","111 EAST 22ND STREET  , PITTSBURG , KS","7","30","2010",-94.704006,37.427788
"CRAWFORD ","415 SOUTH BROADWAY STREET 21 , PITTSBURG , KS","12","17","2010",-94.704776,37.4045
"CRAWFORD ","503 SOUTH 200TH STREET  , PITTSBURG , KS","12","22","2010",-94.741665,37.454401
"CRAWFORD ","1603 NORTH SMELTER, PITTSBURG , KS","7","11","2011",-94.697723,37.422097
"CRAWFORD ","415 SOUTH BROADWAY STREET  , PITTSBURG , KS","10","17","2012",-94.704776,37.4045
"CRAWFORD ","604 NORTH GRAND STREET  , PITTSBURG , KS","2","5","2013",-94.698954,37.41311
"CRAWFORD ","117 NORTH BROADWAY, PITTSBURG , KS","3","9","2014",-94.704894,37.408211
"CRAWFORD ","414 N BROADWAY STREET , PITTSBURG , KS","9","18","2015",-94.704776,37.412085
"CRAWFORD ","713 NORTH DREHER STREET , WEIR , KS","6","4","2008",-94.778086,37.314569
"DOUGLAS ","909  OAK STREET  , EUDORA , KS","4","21","2010",-95.10092,38.943383
"DOUGLAS ","1900 31 ST W ST V-16 , LAWRENCE , KS","4","8","2004",-95.279313,38.949763
"DOUGLAS ","2531 RED BUD LN , LAWRENCE , KS","8","30","2004",-95.259242,38.937798
"DOUGLAS ","2300 WEST 26TH STREET , LAWRENCE , KS","2","17","2007",-95.264113,38.935908
"DOUGLAS ","2530 REDBUD LN 32 , LAWRENCE , KS","8","22","2008",-95.259092,38.937802
"ELK ","520 MAIN N , MOLINE , KS","1","29","2004",-96.302836,37.364281
"ELLIS ","2400 7TH E ST , HAYS , KS","11","19","2004",-99.294546,38.856473
"ELLIS ","700 EAST 6TH STREET 118 , HAYS , KS","12","26","2013",-99.322564,38.864719
"ELLSWORTH ","1402  FOSTER ROAD  , ELLSWORTH , KS","5","30","2009",-98.205437,38.696579
"ELLSWORTH ","1402  PROSPECT STREET , ELLSWORTH , KS","3","19","2015",-98.23572,38.739231
"FINNEY ","1302 SUMMIT D , GARDEN CITY , KS","1","23","2004",-100.886275,37.977175
"FINNEY ","3003 JONES W AVE 9 , GARDEN CITY , KS","9","16","2004",-100.913969,37.987896
"FINNEY ","2601 C ST , GARDEN CITY , KS","10","9","2004",-100.873211,37.989517
"FINNEY ","2160 JENNIE BARKER N RD , GARDEN CITY , KS","2","14","2005",-100.829235,38.221286
"FINNEY ","409 LAURA LANE , HOLCOMB , KS","4","16","2004",-100.98933,37.98614
"FORD ","2005 MCARTOR W ST , DODGE CITY , KS","1","18","2004",-100.04223,37.731601
"FORD ","911 VIRGINIA DR , DODGE CITY , KS","6","23","2004",-100.043997,37.735018
"FORD ","1601 AVE A , DODGE CITY , KS","7","21","2004",-100.015146,37.763106
"FORD ","104 JUNEAU , DODGE CITY , KS","8","14","2004",-100.051395,37.739256
"FORD ","1111 1/2 8TH , DODGE CITY , KS","1","14","2005",-100.054787,37.755403
"FORD ","203 JUNEAU , DODGE CITY , KS","2","9","2005",-100.051395,37.739256
"FORD ","1002 A AVENUE A , DODGE CITY , KS","6","19","2008",-100.015133,37.757305
"FORD ","909  5TH AVENUE  , DODGE CITY , KS","5","29","2009",-100.022337,37.756681
"FRANKLIN ","24 CANTERBURY CT C , OTTAWA , KS","3","1","2004",-95.280468,38.603367
"FRANKLIN ","826 CHERRY S , OTTAWA , KS","3","2","2004",-95.259464,38.631941
"GEARY ","10306 CUTOFF RD , JUNCTION CITY , KS","5","18","2005",-96.668331,38.884819
"GEARY ","122 13TH E ST , JUNCTION CITY , KS","3","10","2006",-96.82874,39.035629
"GEARY ","304 LARAMIE , MILFORD , KS","1","31","2005",-96.906974,39.170689
"GEARY ","12412 HICKOCK , MILFORD , KS","4","7","2005",-96.895579,39.13888
"GRAY ","803 EAST C AVENUE , CIMARRON , KS","3","12","2008",-100.318448,37.972094
"GRAY ","205  SCOTT STREET  , COPELAND , KS","2","5","2010",-100.630772,37.540671
"GRAY ","4514 Q ROAD , INGALLS , KS","3","15","2004",-100.588268,37.765981
"GRAY ","204 WEST 1ST, INGALLS , KS","10","31","2012",-100.455809,37.830309
"GREENWOOD ","411 WALNUT N ST 1 , EUREKA , KS","3","1","2005",-98.754773,38.357046
"GREENWOOD ","1222 150TH ROAD , EUREKA , KS","2","22","2007",-96.251093,37.82504
"GREENWOOD ","1224 150TH ROAD , EUREKA , KS","2","22","2007",-96.251093,37.82504
"GREENWOOD ","2612 310 ST , MADISON , KS","1","19","2005",-96.053153,38.057314
"HARVEY ","448 MAIN S ST B-1 , HESSTON , KS","11","30","2005",-97.431576,38.131366
"HARVEY ","400 WATERMAN W 420 , SEDGWICK , KS","9","12","2004",-96.393017,37.723036
"HARVEY ","202 WEST 8T, SEDGWICK , KS","1","13","2010",-97.428135,37.921097
"HASKELL ","209 WOOTEN , SUBLETTE , KS","2","26","2006",-100.842459,37.481056
"HODGEMAN ","706 MAIN STREET , JETMORE , KS","1","21","2004",-99.893759,38.082478
"HODGEMAN ","503 ADKINS ST , JETMORE , KS","6","27","2004",-99.893681,38.023937
"JACKSON ","2085 102ND , DELIA , KS","2","7","2004",-95.942537,39.231051
"JACKSON ","704 IOWA , HOLTON , KS","6","13","2007",-95.738975,39.467733
"JACKSON ","16302 134TH RD , HOYT , KS","2","3","2005",-95.665518,39.288906
"JACKSON ","137 NORTH HARDESTY AVENUE , KANSAS CITY , KS","8","16","2006",-94.630384,39.103053
"JACKSON ","13794 182ND RD , MAYETTA , KS","4","20","2004",-95.716954,39.376387
"JACKSON ","307 PRATT , WHITING , KS","8","24","2006",-95.611052,39.590075
"JEFFERSON ","10169  DELAWARE PARK, LAKESIDE VILLAGE , KS","6","21","2009",-98.82165,37.35319
"JOHNSON ","34055 WEST 86 TRAIL , DE SOTO , KS","4","19","2007",-94.9807,38.972005
"JOHNSON ","130 MADISON E 7 , GARDNER , KS","8","14","2004",-94.926826,38.816638
"JOHNSON ","13700  SAGAMORE STREET 12 , LEAWOOD , KS","8","24","2011",-94.612293,38.902454
"JOHNSON ","12500 87TH W ST , LENEXA , KS","1","24","2004",-94.73357,38.95362
"JOHNSON ","8120 SWARNER , LENEXA , KS","9","24","2004",-94.73357,38.95362
"JOHNSON ","9622 55TH W ST , MERRIAM , KS","3","31","2004",-94.686437,39.02955
"JOHNSON ","16518 132RD W , OLATHE , KS","1","8","2005",-94.749623,38.887822
"JOHNSON ","1369 RIDGE N PKWY , OLATHE , KS","7","9","2005",-94.789847,38.902359
"JOHNSON ","11675  STRANG LINE ROAD  , OLATHE , KS","6","7","2013",-94.760992,38.918458
"JOHNSON ","501 S SUNSET DRIVE , OLATHE , KS","6","19","2015",-94.801506,38.876853
"JOHNSON ","9001 HADLEY , OVERLAND PARK , KS","3","28","2004",-94.682595,39.01236
"JOHNSON ","9432 HARDY , OVERLAND PARK , KS","2","15","2005",-94.67966,39.008444
"JOHNSON ","7526 NORWOOD , PRAIRIE VILLAGE , KS","7","7","2005",-94.617734,38.917518
"JOHNSON ","12408 52 W TER , SHAWNEE , KS","10","31","2004",-97.607738,37.038297
"JOHNSON ","7612 KING W E , SHAWNEE , KS","1","26","2005",-94.716906,39.01603
"JOHNSON ","11137 76TH W TER 34 , SHAWNEE , KS","8","17","2005",-97.412303,37.555332
"JOHNSON ","6323 SOUTH HALLET STREET  , SHAWNEE , KS","10","15","2013",-94.749704,39.014415
"KINGMAN ","14318 40 NE ST , CHENEY , KS","1","15","2004",-96.307147,37.710197
"KINGMAN ","4968 TUMBLEWEED NE LN , CHENEY , KS","1","17","2004",-97.832512,37.718157
"KINGMAN ","9270 SOUTHEAST 60TH STREET , MURDOCK , KS","1","26","2007",-97.93089,37.61113
"LABETTE ","502 HACKBERRY , BARTLETT , KS","2","23","2004",-95.212211,37.054258
"LABETTE ","1711 5000 RD , BARTLETT , KS","3","4","2005",-95.195748,37.062055
"LABETTE ","309 NORTH 3RD STREET  , CHETOPA , KS","5","12","2010",-95.08543,37.042999
"LABETTE ","631 N 10TH STREET , CHETOPA , KS","9","12","2015",-95.097969,37.034839
"LABETTE ","415 MARKS , EDNA , KS","3","1","2004",-95.36052,37.055616
"LABETTE ","221 LABETTE N , EDNA , KS","3","13","2004",-95.35784,37.054639
"LABETTE ","1030 LYON RD , EDNA , KS","2","1","2005",-95.322427,37.005068
"LABETTE ","15019 ELK RD , MOUND VALLEY , KS","6","6","2005",-95.446099,37.2277
"LABETTE ","202 VERMONT , OSWEGO , KS","4","1","2004",-95.121675,37.173552
"LABETTE ","819 5TH , OSWEGO , KS","8","27","2004",-95.108993,37.166075
"LABETTE ","1515 WEST 6 STREET  , OSWEGO , KS","4","9","2009",-95.179932,37.230145
"LABETTE ","301  2ND Street , OSWEGO , KS","4","1","2011",-95.101969,37.169273
"LABETTE ","615  IOWA, OSWEGO , KS","1","15","2013",-95.106098,37.164368
"LABETTE ","722 15TH N ST , PARSONS , KS","3","18","2004",-95.257636,37.346931
"LABETTE ","529 32ND S , PARSONS , KS","1","17","2005",-95.285838,37.310589
"LABETTE ","1810 OAK , PARSONS , KS","5","29","2006",-95.275461,37.35293
"LABETTE ","315 SOUTH 23RD , PARSONS , KS","10","3","2007",-95.27075,37.338544
"LABETTE ","2701 CHESS AVENUE , PARSONS , KS","7","17","2008",-95.277063,37.346751
"LABETTE ","1115 NORTH CENTRAL AVENUE  , PARSONS , KS","4","12","2010",-95.264759,37.350741
"LABETTE ","1716  KENNEDY AVENUE  , PARSONS , KS","5","27","2010",-95.261809,37.348724
"LABETTE ","3005  BROADWAY AVENUE  , PARSONS , KS","6","1","2010",-95.281253,37.339371
"LABETTE ","1300 NORTH 26TH STREET  , PARSONS , KS","6","26","2010",-95.275461,37.35293
"LABETTE ","1300 NORTH 26TH STREET  , PARSONS , KS","7","17","2010",-95.275461,37.35293
"LABETTE ","1626  GABRIEL AVENUE  , PARSONS , KS","12","23","2010",-95.260061,37.347719
"LABETTE ","1620  GABRIEL, PARSONS , KS","10","3","2012",-95.260009,37.347794
"LEAVENWORTH ","602 SPRUCE ST , LEAVENWORTH , KS","5","8","2005",-94.915312,39.310558
"LEAVENWORTH ","22212 219TH STREET , TONGANOXIE , KS","8","16","2005",-95.08775,39.10972
"LOGAN ","700 5TH W ST , OAKLEY , KS","10","27","2005",-100.860509,39.130078
"LYON ","16 RANDOLPH ST , EMPORIA , KS","4","21","2004",-96.189437,38.395885
"LYON ","1302 GOURA PL , EMPORIA , KS","8","31","2004",-96.159763,38.407328
"LYON ","637  WOODLAND, EMPORIA , KS","5","4","2011",-96.204891,38.405556
"LYON ","1101  UNION, EMPORIA , KS","8","13","2013",-96.17626,38.41106
"MARION ","1919 ZEBULON , MARION , KS","7","26","2006",-96.893052,38.349314
"MCPHERSON ","2425 CHISHOLM RD , GALVA , KS","3","21","2005",-97.48229,38.260785
"MCPHERSON ","364 CHISHOLM RD , INMAN , KS","12","12","2005",-97.860391,38.260551
"MCPHERSON ","570 PIONEER RD , MCPHERSON , KS","12","22","2004",-97.819456,38.464251
"MCPHERSON ","2049 ARROWHEAD ROAD , MOUNDRIDGE , KS","2","9","2004",-97.5467,38.203148
"MIAMI ","401 1ST S , LOUISBURG , KS","1","13","2005",-94.680225,38.620174
"MIAMI ","301 KELLY , OSAWATOMIE , KS","4","25","2005",-94.94424,38.491073
"MIAMI ","130 WALNUT ST , OSAWATOMIE , KS","3","13","2006",-94.942156,38.496247
"MIAMI ","35980 CRESCENT HILL RD , OSAWATOMIE , KS","3","28","2006",-94.974336,38.47535
"MITCHELL ","210 WEST 5TH STREET , BELOIT , KS","8","22","2008",-98.108924,39.463097
"MONTGOMERY ","889 SOUTH LIBERTY STREET  , CHERRYVALE , KS","5","21","2010",-95.555556,37.259354
"MONTGOMERY ","106 WARWICK , COFFEYVILLE , KS","4","8","2004",-95.654026,37.04353
"MONTGOMERY ","1316 STARK , COFFEYVILLE , KS","9","8","2004",-95.636624,37.054479
"MONTGOMERY ","2207 4TH W ST , COFFEYVILLE , KS","2","10","2005",-95.449924,37.045363
"MONTGOMERY ","3736  COUNTY ROAD 1675  A , COFFEYVILLE , KS","4","25","2010",-95.718354,37.032612
"MONTGOMERY ","206 WEST 2ND STREET  , COFFEYVILLE , KS","1","18","2011",-95.617323,37.042435
"MONTGOMERY ","1413  1ST, COFFEYVILLE , KS","2","15","2011",-95.447341,37.048337
"MONTGOMERY ","1413  1ST, COFFEYVILLE , KS","2","15","2011",-95.447341,37.048337
"MONTGOMERY ","303 WEST 15TH STREET  , COFFEYVILLE , KS","8","17","2011",-95.619322,37.027194
"MONTGOMERY ","505  WILLOW , COFFEYVILLE , KS","6","25","2012",-95.621467,37.031946
"MONTGOMERY ","2420  COUNTY ROAD 5400, COFFEYVILLE , KS","11","1","2013",-96.191914,37.123528
"MONTGOMERY ","208  HILL STREET , DEARING , KS","2","10","2012",-95.708026,37.057421
"MONTGOMERY ","317 10TH N ST , INDEPENDENCE , KS","7","16","2004",-95.710668,37.138424
"MONTGOMERY ","CO. RD 4200 , INDEPENDENCE , KS","3","29","2005",-95.638455,37.210406
"MONTGOMERY ","404 SOUTH 10TH , INDEPENDENCE , KS","7","23","2006",-95.710735,37.219955
"MONTGOMERY ","1039 NORTH 13TH STREET  , INDEPENDENCE , KS","8","11","2011",-95.715176,37.234283
"MONTGOMERY ","2521 SOUTH BROOKSIDE DRIVE , INDEPENDENCE , KS","12","14","2011",-95.723069,37.196308
"MONTGOMERY ","1017 EAST WALNUT STREET , INDEPENDENCE , KS","10","15","2014",-95.69354,37.219727
"MONTGOMERY ","716 NORTH 16  , INDEPENDENCE , KS","10","19","2014",-95.718361,37.230224
"MONTGOMERY ","7172 KY & HWY 40 N , LIBERTY , KS","10","20","2005",-84.87762,38.20042
"MONTGOMERY ","303  FIRST STREET  , TYRO , KS","7","28","2011",-95.818632,37.038253
"MORRIS ","1129 VISTA DEL LAGO , COUNCIL GROVE , KS","4","19","2004",-96.501621,38.711658
